,id_achat,achat_datecrea,achat_dateupdate,achat_date,achat_etat,achat_montantht,achat_quantite,achat_titre,achat_ref,achat_type,achat_commentaire
416,1189,2022-03-12T16:57:29+0100,2022-03-12T16:57:29+0100,2022-03-11,1,1884.21,1.0,Maintenance SAP BO 2022 prorata,ACH22031189,0,
417,1188,2022-03-12T16:44:17+0100,2022-03-12T16:44:17+0100,2022-03-11,1,6888.0,1.0,Souscription SAP Analytics Cloud,ACH22031188,0,
418,1187,2022-03-12T16:35:45+0100,2022-03-12T16:35:45+0100,2022-03-11,1,8564.6,1.0,Acquisition de licences SAP BO,ACH22031187,0,
419,1197,2022-03-14T18:29:04+0100,2022-10-20T11:41:27+0200,2022-03-10,1,6470.49,1.0,GCP - Semestre 1 - du 10/03/22 au 9/09/22,ACH22041197,0,coût réel hosting GCP sur 6 mois : mars à août 2022
420,1184,2022-03-11T17:56:45+0100,2022-03-11T17:56:45+0100,2022-03-02,1,14420.0,1.0,Acquisition de licences Need4Viz Full Bundle,ACH22031184,0,
421,1212,2022-04-11T11:04:45+0200,2022-04-11T11:04:45+0200,2022-03-01,1,27401.6,1.0,Souscription SAC 01/03/22 au 31/12/2022,ACH22031212,0,
422,1181,2022-03-03T11:22:58+0100,2022-11-28T16:14:36+0100,2022-02-28,1,840.0,1.0,Souscription SAP Analytics Clouds 28/02/22 au 27/02/23,ACH22021181,0,
423,1180,2022-03-03T10:18:46+0100,2022-12-01T15:40:01+0100,2022-02-27,1,5026.32,1.0,Abonnement SAP Analystics Cloud 27/02/2022 au 26/02/2023,ACH22021180,0,
424,1168,2022-02-20T11:49:21+0100,2022-03-28T13:06:14+0200,2022-02-18,1,2420.0,1.0,Maint. nelles licences SAP PowerDesigner ent. Architec prorata 01/03/22 au 31/12/22,ACH22021168,0,
425,1159,2022-02-09T17:58:38+0100,2023-02-08T10:15:15+0100,2022-02-09,1,2228.87,1.0,Maintenance SAP PowerAMC du 26/02/2022 au 25/02/2023,ACH22021159,0,
426,872,2021-06-10T13:49:32+0200,2021-06-10T13:49:32+0200,2022-02-09,1,6240.0,1.0,Souscription SAP Analytics Cloud du 15/02/2022 au 14/02/2023,ACH2202872,0,
427,1167,2022-02-20T11:42:22+0100,2022-02-20T11:42:22+0100,2022-02-04,1,13200.0,1.0,Licences SAP PowerDesigner Enterprise Architect (2 concurrents sessions) remise 22.50%,ACH22021167,0,
428,1285,2022-12-05T10:45:54+0100,2022-12-05T10:50:24+0100,2022-02-01,1,4200.0,1.0,Souscription annuelle SAP Analystics Cloud  01/02/2022 au 31/01/2023,ACH22021285,0,
429,1174,2022-02-25T10:42:00+0100,2022-02-25T10:42:00+0100,2022-02-01,1,3322.73,1.0,Maintenance SAP BO & Prédictive 2022,ACH22021174,0,
430,1173,2022-02-24T21:56:47+0100,2022-02-24T21:56:47+0100,2022-02-01,1,5845.95,1.0,Maintenance SAP BO 2022,ACH22021173,0,
431,1158,2022-02-09T14:17:46+0100,2022-02-09T14:17:46+0100,2022-02-01,1,7012.56,1.0,MAINTENANCE SAP BO,ACH22021158,0,
432,1108,2022-01-23T09:50:00+0100,2022-01-23T09:50:00+0100,2022-01-23,1,33270.54,1.0,Maintenance SAP BusinessObjects 2022,ACH22011108,0,
433,1107,2022-01-23T09:38:31+0100,2022-01-23T09:38:31+0100,2022-01-23,1,12671.8,1.0,Maintenance SAP BusinessObjects 2022,ACH22011107,0,
434,1106,2022-01-23T09:32:33+0100,2022-01-23T09:32:33+0100,2022-01-23,1,3025.0,1.0,Maintenance SAP BusinessObjects 2022,ACH22011106,0,
435,1091,2022-01-21T09:12:58+0100,2022-01-21T09:12:58+0100,2022-01-21,1,5551.57,1.0,Maintenance SAP BO de 01/04/2022 au 31/03/2023,ACH22011091,0,
436,1090,2022-01-20T19:51:00+0100,2022-01-20T19:51:00+0100,2022-01-20,1,8048.79,1.0,Maintenance sap BO 2022,ACH22011090,0,
437,1089,2022-01-20T19:42:04+0100,2022-01-20T19:42:04+0100,2022-01-20,1,24088.59,1.0,Maintenance SAP BO 2022,ACH22011089,0,
438,1088,2022-01-20T19:32:23+0100,2022-01-20T19:34:24+0100,2022-01-20,1,17586.0,1.0,Maintenance SAP BO 2022,ACH22011088,0,
439,1087,2022-01-20T19:23:57+0100,2022-01-20T19:23:57+0100,2022-01-20,1,3298.11,1.0,Maintenance SAP BO 2022,ACH22011087,0,
440,1083,2022-01-20T13:57:43+0100,2022-01-20T13:57:43+0100,2022-01-20,1,5230.63,1.0,Maintenance SAP BusinessObjects 2022,ACH22011083,0,
441,1082,2022-01-20T13:53:01+0100,2022-01-20T13:53:01+0100,2022-01-20,1,2365.0,1.0,Maintenance SAP BusinessObjectsO 2022,ACH22011082,0,
442,1081,2022-01-20T13:01:35+0100,2022-01-20T13:01:35+0100,2022-01-20,1,4780.96,1.0,Maintenance SAP BusinessObject 2022 - Unitaire,ACH22011081,0,
443,1080,2022-01-20T12:48:37+0100,2022-01-20T12:48:37+0100,2022-01-20,1,16170.0,1.0,Maintenance SAP BusinessObjects 2022,ACH22011080,0,
444,1079,2022-01-20T11:17:21+0100,2022-01-20T11:17:21+0100,2022-01-20,1,2200.08,1.0,Maintenance SAP BO 2022 - Unitaire,ACH22011079,0,
445,1074,2022-01-18T14:45:39+0100,2022-01-18T14:45:39+0100,2022-01-18,1,5521.92,1.0,Maintenance SAP BO Année 2022 - Unitaire,ACH22011074,0,
446,1066,2022-01-17T14:09:33+0100,2022-01-17T14:09:33+0100,2022-01-17,1,3394.23,1.0,Maintenance SAP BO 2022 - Unitaire,ACH22011066,0,
447,1065,2022-01-17T11:57:13+0100,2022-01-17T11:57:13+0100,2022-01-17,1,3005.94,1.0,Maintenance SAP BO 2022 - Unitaire,ACH22011065,0,
448,1059,2022-01-14T13:52:12+0100,2022-01-14T13:52:12+0100,2022-01-14,1,2772.0,1.0,Maintenance SAP BO 2022 - Unitaire,ACH22011059,0,
449,1058,2022-01-14T13:47:16+0100,2022-01-14T13:47:16+0100,2022-01-14,1,6108.3,1.0,Maintenance SAP BO 2022 - Unitaire,ACH22011058,0,
450,1055,2022-01-13T10:59:25+0100,2022-01-13T10:59:25+0100,2022-01-13,1,13796.67,1.0,Maintenance SAP BO et 360 Eyes - 2022,ACH22011055,0,
451,1054,2022-01-11T15:42:12+0100,2022-01-11T15:42:13+0100,2022-01-11,1,13805.04,1.0,Maintenance SAP BO 2022 - Unitaire,ACH22011054,0,
452,1267,2022-11-18T11:24:30+0100,2022-11-18T11:24:30+0100,2022-01-10,1,38844.0,1.0,Urbanisation du socle,ACH22011267,0,
453,1177,2022-02-26T18:18:14+0100,2022-02-26T18:18:14+0100,2022-01-10,1,38844.0,1.0,Formation et Reporting,ACH22011177,0,
454,1044,2022-01-07T15:58:41+0100,2022-01-07T17:04:27+0100,2022-01-07,1,3855.91,1.0,Maintenance SAP BO 31/03/2021 au 30/03/2022 (payé achat 21 mois),ACH22011044,0,
455,1043,2022-01-07T15:56:25+0100,2022-03-15T12:22:30+0100,2022-01-07,1,4399.67,1.0,Maintenance SAP Sybase du 21/09/2021 au 31/12/2022 (achat 15 mois payé),ACH22011043,0,
456,1042,2022-01-07T15:01:17+0100,2022-01-07T15:01:17+0100,2022-01-07,1,2131.8,1.0,Maintenance SAP BO 2022,ACH22011042,0,
457,1041,2022-01-07T10:09:59+0100,2022-01-07T10:09:59+0100,2022-01-07,1,2887.5,1.0,Maintenance SAP BO 2022,ACH22011041,0,
458,1039,2022-01-06T08:22:48+0100,2022-01-06T08:22:48+0100,2022-01-06,1,49077.71,1.0,Maintenance SAP BO 2022 - Unitaire,ACH22011039,0,
459,1030,2022-01-04T17:39:25+0100,2022-01-04T17:48:35+0100,2022-01-04,1,2250.0,1.0,Acquisition de Licences SAP BO EDGE BI 5 NUL,ACH22011030,0,
460,1026,2022-01-04T16:55:26+0100,2022-01-04T16:55:26+0100,2022-01-04,1,10878.96,1.0,Maintenance SAP BO 2022 - Unitaire,ACH22011026,0,
461,1211,2022-04-11T10:35:09+0200,2022-04-11T10:35:09+0200,2022-01-03,1,5480.32,1.0,Souscription SAC 03/01/22 au 28/02/2022,ACH22011211,0,
462,1015,2022-01-03T06:28:16+0100,2022-01-03T06:28:16+0100,2022-01-03,1,10896.6,1.0,Maintenance SAP BO - 2022,ACH22011015,0,
463,1013,2022-01-02T19:08:32+0100,2022-01-02T19:08:32+0100,2022-01-02,1,2588.85,1.0,Maintenance SAP BO 2022,ACH22011013,0,
464,1214,2022-04-25T17:18:49+0200,2023-01-27T09:07:45+0100,2022-01-01,1,33292.8,1.0,Souscription cloud 01/01/2022 au 31/12/2022,ACH22011214,0,
465,1183,2022-03-07T16:07:06+0100,2022-03-07T16:07:06+0100,2022-01-01,1,10150.36,1.0,Maintenance SAP BO  2022,ACH22011183,0,
466,1179,2022-02-28T10:35:09+0100,2022-02-28T10:35:09+0100,2022-01-01,1,56462.11,1.0,Maintenance SAP BFC ANNEE 2022,ACH22011179,0,
467,1169,2022-02-21T11:00:14+0100,2022-02-21T11:00:14+0100,2022-01-01,1,2601.5,1.0,Extension maintenance SAP BO 2022,ACH22011169,0,
468,1166,2022-02-17T19:04:32+0100,2022-02-17T19:04:32+0100,2022-01-01,1,16571.41,1.0,Maintenance SAP BO 2022,ACH22011166,0,
469,1163,2022-02-17T16:30:39+0100,2022-02-17T16:30:39+0100,2022-01-01,1,2414.5,1.0,Maintenance SAP BO 2022,ACH22011163,0,
470,1162,2022-02-16T15:22:11+0100,2022-02-28T09:18:02+0100,2022-01-01,1,4609.0,1.0,Maintenance SAP BO 2022,ACH22011162,0,
471,1161,2022-02-16T11:28:46+0100,2022-02-16T11:28:46+0100,2022-01-01,1,11997.84,1.0,Maintenance SAP BO 2022,ACH22011161,0,
472,1160,2022-02-16T11:23:45+0100,2022-02-16T11:23:45+0100,2022-01-01,1,6184.8,1.0,Maintenance SAP BusinessObjects Année 2022,ACH22011160,0,
473,1157,2022-02-07T12:13:33+0100,2022-02-07T12:13:33+0100,2022-01-01,1,2699.72,1.0,Maintenance SAP BO 2022,ACH22011157,0,
474,1156,2022-02-07T11:23:50+0100,2022-02-07T11:23:50+0100,2022-01-01,1,922.29,1.0,Maintenance SAP BO 2022,ACH22011156,0,
475,1155,2022-02-07T11:19:32+0100,2022-02-21T11:00:04+0100,2022-01-01,1,8766.99,1.0,Maintenance SAP BO 2022,ACH21121155,0,
476,1154,2022-02-07T11:11:55+0100,2022-02-07T11:11:55+0100,2022-01-01,1,5823.78,1.0,Maintenance sap 2022,ACH22011154,0,
477,1151,2022-02-03T18:05:36+0100,2023-01-27T17:40:29+0100,2022-01-01,1,2645.5,1.0,Maintenance SAP BO 2022,ACH22011151,0,
478,1150,2022-02-03T18:04:26+0100,2022-03-03T17:57:27+0100,2022-01-01,1,1828.62,1.0,Maintenance 360 Suite Année 2022,ACH22011150,0,
479,1149,2022-02-03T18:00:32+0100,2022-02-05T17:56:23+0100,2022-01-01,1,891.0,1.0,Maintenance SAP BO 2022,ACH22071149,0,
480,1148,2022-02-03T17:46:01+0100,2022-02-03T17:46:01+0100,2022-01-01,1,2057.0,1.0,maintenance SAP BO 2022,ACH22011148,0,
481,1147,2022-02-01T16:14:34+0100,2022-02-01T16:14:34+0100,2022-01-01,1,3908.28,1.0,Maintenance SAP BO 2022,ACH22011147,0,
482,1146,2022-02-01T15:57:30+0100,2022-02-01T15:57:30+0100,2022-01-01,1,2915.0,1.0,Maintenance SAP BO 2022,ACH22011146,0,
483,1145,2022-02-01T10:31:20+0100,2022-02-01T10:31:20+0100,2022-01-01,1,8789.0,1.0,Maintenance SAP BO 2022,ACH22011145,0,
484,1143,2022-01-28T22:14:18+0100,2022-01-28T22:14:18+0100,2022-01-01,1,5177.7,1.0,Maintenance SAP BO 2022,ACH22011143,0,
485,1142,2022-01-28T22:10:04+0100,2022-01-28T22:10:04+0100,2022-01-01,1,605.0,1.0,Maintenance SAP BO 2022,ACH22011142,0,
486,1141,2022-01-28T21:54:54+0100,2022-01-28T21:54:54+0100,2022-01-01,1,5637.94,1.0,Maintenance SAP BO 2022,ACH22011141,0,
487,1140,2022-01-28T21:48:46+0100,2022-01-28T21:48:46+0100,2022-01-01,1,7911.2,1.0,Maintenance SAP BusinessObjects - 2022,ACH22011140,0,
488,1139,2022-01-28T21:46:28+0100,2022-01-28T21:46:28+0100,2022-01-01,1,10492.31,1.0,Maintenance SAP BO 2022,ACH22011139,0,
489,1138,2022-01-28T21:38:51+0100,2022-01-28T21:38:51+0100,2022-01-01,1,4094.03,1.0,Maintenance SAP BO 2022,ACH22011138,0,
490,1137,2022-01-28T21:26:30+0100,2022-01-28T21:26:30+0100,2022-01-01,1,2301.2,1.0,Maintenance SAP BusinessObjects 2022,ACH22011137,0,
491,1136,2022-01-28T21:18:47+0100,2022-01-28T21:18:47+0100,2022-01-01,1,1099.92,1.0,Maintenance SAP BO 2022,ACH22011136,0,
492,1135,2022-01-28T21:05:53+0100,2022-10-26T11:38:43+0200,2022-01-01,1,5753.04,1.0,Maintenance SAP BO  07/07/21 au 06/07/23,ACH22011135,0,
493,1134,2022-01-28T20:42:05+0100,2022-01-28T20:42:05+0100,2022-01-01,1,14321.82,1.0,Maintenance SAP BO 2022,ACH22011134,0,
494,1132,2022-01-28T20:19:33+0100,2022-01-28T20:19:33+0100,2022-01-01,1,3600.0,1.0,Maintenance Need4Viz 2022,ACH22011132,0,
495,1131,2022-01-28T18:02:18+0100,2022-01-28T18:02:18+0100,2022-01-01,1,25097.53,1.0,Maintenance SAP BO/ EYES/ DS Année 2022 (remise 15k COVID),ACH22011131,0,
496,1130,2022-01-28T16:05:12+0100,2022-01-28T16:05:12+0100,2022-01-01,1,8288.03,1.0,Maintenance SAP BO 2022,ACH22011130,0,
497,1129,2022-01-27T19:49:41+0100,2022-01-27T19:49:41+0100,2022-01-01,1,47549.97,1.0,Maintenance SAP BO 2022,ACH22011129,0,
498,1128,2022-01-27T19:37:34+0100,2022-06-20T18:16:06+0200,2022-01-01,1,726.0,1.0,Maintenance SAP Sybase PowerDesigner 2022,ACH22011128,0,
499,1124,2022-01-26T18:26:09+0100,2022-01-26T19:32:38+0100,2022-01-01,1,5644.8,1.0,Maintenance SAP Sybase ASE Année 2022,ACH22011124,0,
500,1565,2023-06-28T14:53:30+0200,2023-06-28T14:54:17+0200,2025-01-02,1,17360.0,1.0,Souscription annuelle 80 utilisateurs du 01/02/2025 au 31/01/2026,ACH24121565,0,
501,1556,2023-06-20T17:02:44+0200,2023-06-20T17:02:44+0200,2024-12-31,1,35176.76,1.0,Maintenance licences du 01/01/2025 au 31/12/2025,ACH24121556,0,
502,1567,2023-06-28T17:04:13+0200,2023-06-28T17:04:13+0200,2024-11-22,1,4200.0,1.0,Souscription du 28/11/2024 au 27/11/2025,ACH24111567,0,
503,1564,2023-06-28T14:53:23+0200,2023-06-28T14:54:03+0200,2024-01-02,1,13440.0,1.0,Souscription annuelle 80 utilisateurs du 01/02/2024 au 31/01/2025,ACH23121564,0,
504,1560,2023-06-27T14:58:54+0200,2023-06-27T14:58:54+0200,2024-01-01,1,128.7,1.0,Maintence BO 2024,ACH24011560,0,
505,1446,2023-02-03T19:16:41+0100,2023-07-03T12:45:31+0200,2024-01-01,1,43912.0,1.0,Souscription SAC 2024,ACH24011446,0,
506,1606,2023-09-12T13:05:30+0200,2023-09-12T13:05:30+0200,2023-12-31,1,0.0,1.0,Portage Talan MCO T4/2023 PC02,ACH23121606,0,
507,1597,2023-09-06T13:50:19+0200,2023-09-06T13:50:19+0200,2023-12-31,1,1200.0,1.0,Hébergement année 2024,ACH23121597,0,
508,1555,2023-06-20T17:02:31+0200,2023-06-20T17:02:31+0200,2023-12-31,1,33501.66,1.0,Maintenance licences du 01/01/2024 au 31/12/2024,ACH23121555,0,
509,1504,2023-03-02T10:17:00+0100,2023-03-02T10:17:00+0100,2023-12-31,1,1980.0,1.0,Maintenance du 1er mars au 31 décembre 2023,ACH23121504,0,
510,1576,2023-07-20T14:25:51+0200,2023-07-20T14:27:02+0200,2023-12-29,1,11264.0,1.0,Maintenance Extension BO DI Premium 2024,ACH23071576,0,
511,1566,2023-06-28T17:04:05+0200,2023-06-28T17:04:05+0200,2023-11-22,1,4200.0,1.0,Souscription du 28/11/2023 au 27/11/2024,ACH23111566,0,
512,1611,2023-09-26T15:10:38+0200,2023-09-26T15:10:38+0200,2023-10-02,1,30600.0,1.0,A.MASSY SKY REACH 40j * 700 €,ACH23101611,0,
513,1612,2023-09-26T16:20:52+0200,2023-09-26T16:20:52+0200,2023-10-01,1,1867.02,1.0,Maintenance SAP BusinessObjects du 01/10/2023 au 30/09/2024,ACH23101612,0,
514,1608,2023-09-22T13:06:12+0200,2023-09-22T13:06:12+0200,2023-09-30,1,26.81,1.0,maintenance prorata 2023,ACH23091608,0,
515,1581,2023-07-25T09:36:24+0200,2023-07-25T09:36:25+0200,2023-09-30,1,0.0,1.0,Portage Talan MCO T3/2023 PC02,ACH23091581,0,
516,1610,2023-09-22T13:31:03+0200,2023-09-22T13:31:03+0200,2023-09-22,1,26.81,1.0,Maintenance prorata 2023,ACH23091610,0,
517,1609,2023-09-22T13:25:22+0200,2023-09-22T13:25:22+0200,2023-09-22,1,487.5,1.0,Licences BusinessObjects 1 NUY,ACH23091609,0,
518,1607,2023-09-22T13:03:26+0200,2023-09-22T13:03:26+0200,2023-09-22,1,487.5,1.0,BusinessObjects Edge 1 NU,ACH23091607,0,
519,1605,2023-09-11T09:10:28+0200,2023-09-11T09:10:28+0200,2023-09-11,1,8908.74,1.0,Maintenance SAP BO du 01/10/2023 au 30/09/2024,ACH23091605,0,
520,1598,2023-09-07T11:58:20+0200,2023-09-07T11:58:20+0200,2023-09-07,1,14000.0,1.0,GCP - Semestre 4 - du 10/09/23 au 9/03/24,ACH23091598,0,
521,1595,2023-09-06T09:01:26+0200,2023-09-06T09:01:26+0200,2023-09-06,1,0.0,1.0,Maintenance du 01/08/2023 au 31/07/2024,ACH23091595,0,
522,1591,2023-09-04T16:49:52+0200,2023-09-04T16:49:52+0200,2023-09-04,1,1167.11,1.0,Maintenance SAP Crystal Reports du 04/09/23 au 03/09/24,ACH23091591,0,
523,1600,2023-09-08T12:09:14+0200,2023-09-08T12:09:14+0200,2023-08-31,1,332986.35,1.0,"Portage Juillet mark up seenovate 9 712,35 €",ACH23081600,0,
524,1599,2023-09-08T12:09:08+0200,2023-09-08T12:09:08+0200,2023-08-31,1,437291.04,1.0,"Portage Aout et septembre mark up seenovate 31 501,26 €",ACH23081599,0,
525,1596,2023-09-06T13:50:09+0200,2023-09-06T13:50:09+0200,2023-08-31,1,700.0,1.0,Hébergement du 1er juin au 31 décembre 2023 (7 mois),ACH23081596,0,
526,1590,2023-09-04T15:54:42+0200,2023-09-04T15:54:42+0200,2023-08-31,1,2921.39,1.0,Maintenance SAP BO du 07/07/23 au 6/07/2024,ACH23081590,0,
527,1577,2023-07-20T14:27:22+0200,2023-07-20T14:27:22+0200,2023-08-29,1,3545.82,1.0,Maintenance SAP BO Data Intég. 01/09/23 au 30/08/24,ACH23081577,0,
528,1589,2023-09-01T12:42:23+0200,2023-09-01T12:42:23+0200,2023-08-18,1,1148.4,1.0,Maintenance prorata 01/09/2023 AU 31/12/2023,ACH23081589,0,
529,1588,2023-09-01T12:37:18+0200,2023-09-01T12:37:18+0200,2023-08-18,1,15660.0,1.0,SAP BusinessObjects Edge BI 58 NU,ACH23081588,0,
530,1604,2023-09-08T12:27:29+0200,2023-09-08T12:27:29+0200,2023-07-28,1,0.0,1.0,Portage SID PRJ T3-2023 PC02 (cde 249 507.96 €ht,ACH23071604,0,
531,1603,2023-09-08T12:13:09+0200,2023-09-08T12:13:09+0200,2023-07-28,1,0.0,1.0,Portage Talan CEJ T3_2023 PC02 cde 97110 €HT,ACH23071603,0,
532,1586,2023-07-31T09:40:15+0200,2023-09-08T12:23:07+0200,2023-07-28,1,0.0,1.0,Portage TALAN PIC T3/2023 PC02 (cde 270 483.72 €),ACH23071586,0,
533,1587,2023-08-02T15:52:20+0200,2023-08-02T15:52:20+0200,2023-07-27,1,763.65,1.0,Achat maintenance DB2 PEDAB,ACH23071587,0,
534,1580,2023-07-21T09:38:08+0200,2023-07-21T09:38:08+0200,2023-07-27,1,1868.7,1.0,MAINT BO 28/07/23 AU 27/07/24,ACH23071580,0,
535,1575,2023-07-20T14:25:26+0200,2023-07-20T14:25:26+0200,2023-07-21,1,4693.33,1.0,Maintenance Extension BODI Premium prorata 2023,ACH23071575,0,
536,1579,2023-07-20T17:51:33+0200,2023-07-20T17:51:33+0200,2023-07-20,1,4707.93,1.0,Maintenance SAP BO du 05/07/23 au 04/07/24,ACH23071579,0,
537,1578,2023-07-20T14:30:25+0200,2023-07-20T14:30:25+0200,2023-07-17,1,51200.0,1.0,Licences BO DataIntegratopr Premium 8 Cores,ACH23071578,0,
538,1582,2023-07-25T10:20:22+0200,2023-07-25T10:20:22+0200,2023-07-13,1,45112.5,1.0,"Georges LEGROS T3-2023 - 60,15 jrs",ACH23071582,0,
539,1572,2023-07-07T15:01:53+0200,2023-07-07T15:01:53+0200,2023-07-07,1,0.0,1.0,PORTAGE et GESTION B&D,ACH23071572,0,
540,1601,2023-09-08T12:09:21+0200,2023-09-19T17:04:35+0200,2023-07-03,1,25233.0,1.0,portage PC03 - mark up 663 €,ACH23061601,0,
541,1571,2023-07-03T10:12:50+0200,2023-07-03T10:12:50+0200,2023-07-03,1,23929.57,1.0,Maintenance SAP BPC 01/07/23 au 30/06/24 - Unitaire,ACH23071571,0,
542,1563,2023-06-28T14:53:12+0200,2023-06-28T14:53:12+0200,2023-07-01,1,3920.0,1.0,Extension SAC de 40 users du 01/07/2023 au 31/01/2024,ACH23071563,0,
543,1574,2023-07-10T08:30:24+0200,2023-07-10T08:30:24+0200,2023-06-30,1,1680.0,1.0,Souscription CLOUD du 01/08/23 au 31/07/24,ACH23061574,0,
544,1558,2023-06-27T11:32:47+0200,2023-06-27T11:32:47+0200,2023-06-30,9,18989.49,1.0,Maintenance SAP BO et 360 SUITE 01/07/23 au 30/06/24,ACH23061558,0,
545,1557,2023-06-21T14:13:32+0200,2023-06-21T14:13:32+0200,2023-06-30,1,21700.0,1.0,Souscription annuelle SAP Cloud du 30/06/2023 au 29/06/2024 - Unitaire,ACH23061557,0,
546,1538,2023-04-18T16:43:07+0200,2023-07-12T08:22:00+0200,2023-06-30,1,0.0,1.0,Portage Talan MCO T2/2023 PC01,ACH23041538,0,
547,1602,2023-09-08T12:09:27+0200,2023-09-08T12:09:27+0200,2023-06-29,1,333745.5,1.0,"Portage Juin mark up seenovate 8713,5",ACH23061602,0,
548,1570,2023-06-29T15:45:47+0200,2023-06-29T15:45:47+0200,2023-06-27,1,0.0,1.0,VENTE Ordinateur DELL,ACH23061570,0,
549,1562,2023-06-27T16:17:38+0200,2023-06-27T16:17:38+0200,2023-06-27,1,1549.78,1.0,Maintenance BO 360 Eyes du 01/08/2023 au 31/07/2024,ACH23061562,0,
550,1569,2023-06-29T10:39:10+0200,2023-07-12T16:56:41+0200,2023-06-22,9,64.35,1.0,Maintenance SAP BusinessObjects au prorata du 01/07/2023 au 31/12/2023,ACH23061569,0,
551,1568,2023-06-29T10:17:39+0200,2023-07-12T14:56:24+0200,2023-06-22,9,585.0,1.0,1 licence BO NUL,ACH23061568,0,
552,1561,2023-06-27T14:59:04+0200,2023-06-27T14:59:04+0200,2023-06-22,1,585.0,1.0,1 Licence BO Edge,ACH23061561,0,
553,1559,2023-06-27T14:58:44+0200,2023-06-27T14:58:44+0200,2023-06-22,1,64.35,1.0,Maintenance BO au prorata 2023,ACH23061559,0,
554,1583,2023-07-25T15:03:45+0200,2023-07-25T15:03:45+0200,2023-06-20,1,6320.41,1.0,Maintenance BO 27/07/23 au 26/07/24,ACH23061583,0,
555,1554,2023-06-20T11:12:49+0200,2023-06-20T11:12:49+0200,2023-06-20,1,38810.79,1.0,Souscription CPEA du 28/06/2023 au 27/06/2024,ACH23061554,0,
556,1551,2023-06-05T16:09:06+0200,2023-06-05T16:09:06+0200,2023-06-05,1,3471.93,1.0,Souscription SAC extension 10 CAL du 01/10/2022 au 30/09/2023,ACH23061551,0,
557,1573,2023-07-10T08:11:36+0200,2023-07-10T08:11:36+0200,2023-06-01,1,56745.0,1.0,Souscription SAP Analytics Cloud 01/06/2023 au 31/05/2024,ACH23061573,0,
558,1550,2023-06-01T16:32:25+0200,2023-06-01T16:32:25+0200,2023-05-31,1,0.0,1.0,Apport d'Affaires à N4V  (23400 € * 15%),ACH23051550,0,
559,1546,2023-05-17T17:31:02+0200,2023-06-29T11:55:00+0200,2023-05-31,1,4236.31,1.0,Maintenance SAP BO 01/07/23 au 30/06/24 - Unitaire,ACH23051546,0,
560,1584,2023-07-25T15:35:24+0200,2023-07-25T15:35:44+0200,2023-05-30,1,7128.0,1.0,Maintenance SAP BPC du 01/07/2023 au 30/06/2024,ACH23051584,0,
561,1553,2023-06-15T14:10:14+0200,2023-06-15T14:10:14+0200,2023-05-30,1,2401.89,1.0,Maintenance SAP BO du 25/06/2023 au 24/06/2024,ACH23051553,0,
562,1548,2023-05-24T11:07:13+0200,2023-06-02T12:28:40+0200,2023-05-24,1,1895.76,1.0,Maint 360Bind & Eyes  01/07/23 au 30/06/24,ACH23051548,0,
563,1594,2023-09-04T17:18:12+0200,2023-09-04T17:18:12+0200,2023-05-22,1,0.0,1.0,sous traitance Lobellia - mark up portage - PC03,ACH23051594,0,
564,1593,2023-09-04T17:18:06+0200,2023-09-04T17:18:06+0200,2023-05-22,1,0.0,1.0,sous traitance Lobellia - mark up portage - PC02,ACH23051593,0,
565,1545,2023-05-17T17:28:14+0200,2023-06-29T11:37:37+0200,2023-05-17,1,7959.52,1.0,Maintenance SAP BO 01/07/23 au 30/06/24,ACH23051545,0,
566,1552,2023-06-09T15:25:53+0200,2023-06-29T14:01:54+0200,2023-05-12,1,318696.0,1.0,Portage Mai Jems : 226 955 €,ACH23051552,0,
567,1543,2023-05-17T14:55:17+0200,2023-09-08T12:23:38+0200,2023-04-25,1,0.0,1.0,Portage TALAN PIC T2/2023 PC01,ACH23041543,0,
568,1542,2023-05-17T14:48:52+0200,2023-05-17T14:48:52+0200,2023-04-25,1,0.0,1.0,Portage Talan CEJ T2_2023 PC01,ACH23041542,0,
569,1539,2023-04-20T11:05:51+0200,2023-04-20T11:05:51+0200,2023-04-17,1,0.0,1.0,Commissions CCP,ACH23041539,0,
570,1537,2023-04-17T16:35:12+0200,2023-04-17T16:35:12+0200,2023-04-17,1,494.0,1.0,Maintenance SAP BO et Crystal Report 31/03/2023 au 30/03/2024,ACH23041537,0,
571,1536,2023-04-17T16:23:43+0200,2023-04-17T16:23:43+0200,2023-04-17,1,6627.03,1.0,Maintenance SAP BO du 07/04/23 au 06/04/24,ACH23041536,0,
572,1535,2023-04-14T16:39:17+0200,2023-04-14T16:39:17+0200,2023-04-14,1,0.0,1.0,Développement des indicateurs QlikView et interconnexions Talend Prestation à partir de Mars 2023 - SE21091499PC06,ACH23041535,0,
573,1534,2023-04-12T15:39:50+0200,2023-04-12T15:39:50+0200,2023-04-12,1,824.46,1.0,Maintenance SAP BO du 01/04/23 au 31/03/24,ACH23041534,0,
574,1544,2023-05-17T16:02:34+0200,2023-05-17T16:02:34+0200,2023-04-01,1,0.0,1.0,Portage SID PRJ T2-2023 PC01,ACH23041544,0,
575,1541,2023-05-03T13:59:46+0200,2023-05-03T13:59:46+0200,2023-04-01,1,0.0,1.0,Campagne Acteurs publics,ACH23041541,0,
576,1533,2023-04-09T20:18:51+0200,2023-04-09T20:18:51+0200,2023-04-01,1,0.0,1.0,100J skalis * 625 €,ACH23041533,0,
