id_projet;prj_etat;prj_date;prj_dateupdate;prj_debut;prj_fin;prj_typeref;prj_type;prj_reference;prj_devise;prj_change;prj_deviseagence;prj_changeagence;prj_adr;prj_cp;prj_ville;prj_pays;prj_lotstab;prj_commentaires;prj_turnover_excludingtax;prj_margin_excludingtax;prj_profitability;id_profil_x;id_ao;id_crmcontact;id_crmsociete;id_societe_x;id_pole_x;id_profilcdp;csoc_societe;csoc_intervention;csoc_type;csoc_metiers;csoc_web;csoc_tel;csoc_ville;csoc_pays;csoc_date;id_profil_y;id_societe_y;id_pole_y;id_action_previous;id_action_next;id_provenance;csoc_cp;id_bondecommande;bdc_date;bdc_refclient;bdc_ref;bdc_accordclient;bdc_turnoverinvoicedexcludtax;bdc_turnoverorderedexcludtax;bdc_deltainvoicedexcludtax;bdc_etat;id_respuser;bdc_typreglement;bdc_condreglement;bdc_typepayment;id_profil;profil_trigramme;id_achat;achat_datecrea;achat_dateupdate;achat_date;achat_etat;achat_montantht;achat_quantité;achat_titre;achat_ref;achat_type;achat_commentaire
535;1;2019-11-25T10:58:57+0100;2023-02-11T17:07:15+0100;2020-01-01;2023-12-31;6;2;RM-ASSU2000-2021;0.0;1.0;0.0;1.0;Service Comptabilité, 42 Avenue de Bobigny;93130;Noisy-le-Sec;France;;;23779.77;6817.880000000001;40.19528484148878;255;807.0;805;414;1;;255;AMAE - ASSU2000;Assurance;1;caisse d'epargne;;01 48 10 15 00;Noisy-le-Sec;France;2019-10-23T17:39:38+0200;255;1;;;;-1;93130;3293.0;2023-02-11;CO-001759;BM1000000003293;1.0;6038.97;6038.97;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1464.0;2023-02-11T17:07:15+0100;2023-02-11T17:07:15+0100;2022-12-12;1.0;4289.89;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121464;0.0;
537;1;2019-11-25T11:11:21+0100;2023-09-15T18:03:39+0200;2020-01-01;2023-12-31;6;2;SE19110809;0.0;1.0;0.0;1.0;Comptabilité Fournisseurs, BAT 134 - 50 Av du Président Wilson;93214;La Plaine Saint-Denis Cedex;France;;;50136.32;10150.89;25.386472022434173;255;809.0;807;410;1;;255;Générale de Téléphone (GDT);Télécommunications;1;credit agricole;;;La Plaine Saint-Denis Cedex;France;2019-10-23T17:39:38+0200;255;1;;;;-1;93214;3101.0;2023-01-09;SE19110809 MA04;BM1000000003101;1.0;12732.32;12732.32;0.0;0.0;52.0;schedule;1.0;0.0;255;Bd';1340.0;2023-01-09T14:17:14+0100;2023-01-23T12:25:49+0100;2022-12-12;1.0;10147.28;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121340;0.0;
538;1;2019-11-25T11:16:42+0100;2023-02-27T16:19:58+0100;2020-01-01;2023-12-31;6;2;SE19110810;0.0;1.0;0.0;1.0;89 rue Damrémont;75018;PARIS Cedex 18;France;;;37876.549680802;17516.649680802002;86.0350477202835;255;810.0;117;83;1;;255;MUTUELLE INTEGRANCE;Assurance;1;caisse d'Epargne;;;PARIS Cedex 18;France;2016-01-10T10:18:30+0100;255;1;;;;-1;75018;3192.0;2023-01-17;SE20050988MA04;BM1000000003192;1.0;9617.66;9617.66;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1399.0;2023-01-17T16:29:28+0100;2023-02-27T16:19:58+0100;2023-01-01;1.0;0.0;1.0;Maint SAP BO (6462.34) et 360Eyes (472.51€)  2023;ACH23011399;0.0;
539;1;2019-11-25T11:22:53+0100;2021-01-13T17:35:50+0100;2020-01-01;2021-12-31;6;2;PO-RM-UNIVERDID-2021;0.0;1.0;0.0;1.0;Agence Comptable - Case 7103, 5 rue Thomas Mann;75205;Paris Cedex 13;France;;;79828.0;21799.92;37.567880929370745;88;811.0;808;451;1;;88;Université de Paris (ex Diderot - Paris 7);Secteur public;1;;;;Paris Cedex 13;France;2019-10-23T17:39:39+0200;88;1;;;;-1;75205;1744.0;2021-01-13;4500033779;BM1000000001744;1.0;39914.0;39914.0;0.0;1.0;88.0;schedule;1.0;0.0;88;TMU;782.0;2021-01-01T00:00:00+0100;2021-01-01T00:00:00+0100;2021-01-01;1.0;29014.04;1.0;Maintenance SAP BO 2021;ACH2101782;0.0;
541;1;2019-11-25T11:42:32+0100;2023-02-07T16:47:32+0100;2020-01-01;2023-12-31;6;2;SE19110813 MA;0.0;1.0;0.0;1.0;Comptabilité Fournisseurs, 11-13 Place de la Bourse, CS 40212;75086;Paris Cedex 02;France;;;68119.13;8314.340000000004;13.90246500322132;255;813.0;810;377;1;;255;Agence France Presse (AFP);Média;1;CREDIT AGRICOLE;https://www.afp.com/fr;01 40 41 46 46;Paris Cedex 02;France;2019-10-23T17:39:38+0200;255;1;;;;-1;75086;3019.0;2022-12-05;CSI202201606/F;BM1000000003019;1.0;17299.13;17299.13;0.0;1.0;255.0;schedule;1.0;0.0;255;Bd';1290.0;2022-12-05T18:04:01+0100;2023-02-07T16:47:32+0100;2022-12-05;1.0;15187.47;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121290;0.0;
542;1;2019-11-25T11:49:09+0100;2023-01-09T15:57:25+0100;2020-01-01;2023-12-31;6;2;SE19110814 MA;0.0;1.0;0.0;1.0;25 bis avenue Andre Morizet;92100;Boulogne-Billancourt;France;;;69976.2;17234.829999999994;32.67800969144335;255;814.0;811;452;1;;255;W-HA;;1;"filiale d'Orange

CREDIT AGRICOLE";;01 41 86 09 69;Boulogne-Billancourt;France;2019-10-23T17:39:39+0200;255;1;;;;-1;92100;3122.0;2023-01-09;BC220353;BM1000000003122;1.0;17770.2;17770.2;0.0;1.0;52.0;schedule;61.0;0.0;255;Bd';1351.0;2023-01-09T15:57:25+0100;2023-01-09T15:57:25+0100;2022-12-12;1.0;13339.01;1.0;Maintenance SAP BO 2023 - Utilitaire;ACH22121351;0.0;
543;1;2019-11-25T11:54:05+0100;2023-02-07T18:07:56+0100;2020-01-01;2023-12-31;6;2;SE19110815;0.0;1.0;0.0;1.0;Service Comptabilité, 192 Avenue Aristide Briand;92226;Bagneux Cedex;France;;;150968.0;43374.78999999999;40.3136870811829;255;815.0;812;379;1;;255;AGEFIPH;Secteur public;1;;;;Bagneux Cedex;France;2019-10-23T17:39:38+0200;255;1;;;;-1;92226;3172.0;2023-01-12;600029536;BM1000000003172;1.0;38339.0;38339.0;0.0;1.0;52.0;schedule;2.0;0.0;255;Bd';1385.0;2023-01-12T14:58:27+0100;2023-02-07T18:07:56+0100;2023-01-01;1.0;27225.31;1.0;Maint SAP Bo (26185.78) et 360View (1039.53€) 2023;ACH23011385;0.0;
544;1;2019-11-25T11:59:34+0100;2023-09-15T17:54:00+0200;2020-01-01;2023-12-31;6;2;SE19110816;0.0;1.0;0.0;1.0;Service Comptabilité, 21 rue de la Bienfaisance;75382;Paris cedex 08;France;;;226955.14701;90686.21701;66.54944528440929;255;816.0;813;413;1;;255;GIE AGRICA GESTION;Assurance;1;BPI;;01 71 21 00 01;Paris cedex 08;France;2019-10-23T17:39:38+0200;255;1;;;;-1;75382;3129.0;2023-01-09;120230341;BM1000000003129;1.0;57702.17;57702.17;0.0;0.0;52.0;schedule;52.0;0.0;255;Bd';1356.0;2023-01-09T16:43:19+0100;2023-02-07T18:03:48+0100;2023-01-01;1.0;0.0;1.0;Maint SAP BO (42642.33 ) et 360Bind et Eyes  (3780.12 €);ACH23011356;0.0;
547;1;2019-12-02T10:20:09+0100;2023-09-15T10:37:25+0200;2020-01-01;2023-12-31;6;2;SE19120820;0.0;1.0;0.0;1.0;Comptabilité Fournisseurs, ZI BP 7, 50 route d'Auxerre;89470;Monéteau;France;;;80946.76;14353.789999999994;21.554512435772114;368;820.0;820;418;1;;368;HMY GROUP;Services;1;BPI (à la place de Crédit agricole du Languedoc);;+33 3 86 53 49 00;Monéteau;France;2019-10-23T17:39:39+0200;368;1;;;;-1;89470;3117.0;2023-01-09;SE19120820 MA04;BM1000000003117;1.0;20556.76;20556.76;0.0;0.0;52.0;schedule;52.0;0.0;368;ATA;1348.0;2023-01-09T15:35:32+0100;2023-02-28T10:53:55+0100;2022-12-12;1.0;16878.74;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121348;0.0;
548;1;2019-12-02T10:33:51+0100;2023-09-15T10:43:12+0200;2020-01-01;2023-12-31;6;2;SE19120821;0.0;1.0;0.0;1.0;32, rue Guersant;75017;Paris 17;France;;;314256.66;99751.98999999996;46.50341179052184;17;821.0;821;383;1;;17;NTT Cloud (ex Arkadin SAS);;1;Caisse d'Epargne;;01 44 65 25 00;Paris 17;France;2019-10-23T17:39:38+0200;17;1;;;;-1;75017;3320.0;2023-02-17;SE19120821 MA;BM1000000003320;1.0;33172.66;33172.66;0.0;0.0;52.0;schedule;1.0;0.0;17;ARE;1476.0;2023-02-17T09:59:25+0100;2023-02-17T09:59:25+0100;2023-01-01;1.0;3780.12;1.0;Maintenance 360 suite 2023;ACH23011476;0.0;
549;1;2019-12-02T10:43:16+0100;2023-01-11T17:53:24+0100;2020-01-01;2023-12-31;6;2;SE19120822;0.0;1.0;0.0;1.0;Z.I. Kerranou, BP 57;29250;Saint-Pol-de-Léon;France;;;14074.2;2331.92;19.85917556045333;71;822.0;822;446;1;;71;Transports MESGUEN;;1;caisse d'épargne;;+33298292424;Saint-Pol-de-Léon;France;2019-10-23T17:39:39+0200;71;1;;;;-1;29250;3161.0;2023-01-11;SE19120822 MA04;BM1000000003161;1.0;3574.2;3574.2;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1328.0;2022-12-23T17:33:57+0100;2022-12-23T17:33:57+0100;2023-01-01;1.0;2935.57;1.0;Maintenance SAP BO 2023 - Utilitaire;ACH23011328;0.0;
550;1;2019-12-05T11:38:34+0100;2023-09-15T10:34:34+0200;2020-01-01;2022-12-31;6;2;SE20010888 MA - PredictiveAnalytics;0.0;1.0;0.0;1.0;Route de Gallargues;30470;Aimargues;France;;;9731.3;5738.299999999999;143.7089907337841;368;825.0;824;401;1;;368;Eminence SAS;Industrie;1;"CREDIT AGRICOLE DU LANGUEDOC
Maintenance BO, base de donnée DB2, pas ETL. initié un projet de prévision de vente qui est en cours non finalisé, offshore ( moins cher mais plus long) ou nearshore ( plus cher mais plus court), inshore ( fabriqué en France bcp plus cher mais disponible immédiatement.) le but étant d'anticiper les ventes pour avoir pas cher et disponible au bon moment. TMA déjà partiellement payé. Nouveau projet 2021 PMM reporting projet PRI pour comparer la partie estimation qui vient du plan de collection . Sous estimé par l'ancien commercial, donc il y a un travail de réestimation de format d'extraction de l'outils, et les indicateurs sont à retravailler .Le groupe Delta Galil a racheté Eminence et impose M3( ERP),  Nouveau DSI, nouveau contrôle de gestion, Maxime va prendre le relais. un peu de temps avant de reprendre ses marques. RACHETE et n'est plus décisionnaire en direct";;;Aimargues;France;2019-10-23T17:39:38+0200;368;1;;;;0;30470;3149.0;2023-01-10;SE20010888;BM1000000003149;1.0;2471.3;2471.3;0.0;1.0;52.0;schedule;1.0;0.0;368;ATA;1371.0;2023-01-10T16:27:22+0100;2023-01-10T16:27:22+0100;2022-12-12;1.0;0.0;1.0;Maintenance SAP PredictiveAnalytics 2023;ACH22121371;0.0;
551;1;2019-12-05T11:44:45+0100;2023-09-15T09:53:12+0200;2020-01-01;2023-12-31;6;2;SE19120826 MA;0.0;1.0;0.0;1.0;Tour Europlaza, 20 Avenue André Prothin, La Defense 4;92927;Paris La Defense Cedex;France;;;54036.96;10219.75;23.323598193495204;255;826.0;825;386;1;;255;BFORBANK;Banque;1;caisse d'Epargne;https://www.bforbank.com/compte-bancaire/offre-compte-bancaire-bforbank.html?xtor=SEC-403813-GOO-%5B;;Paris La Defense Cedex;France;2019-10-23T17:39:38+0200;255;1;;;;-1;92927;3270.0;2023-02-04;4500000555;BM1000000003270;1.0;13722.89;13722.89;0.0;0.0;52.0;schedule;1.0;0.0;255;Bd';1452.0;2023-02-04T19:26:46+0100;2023-02-11T18:04:31+0100;2022-12-12;1.0;11127.41;1.0;Maintenance SAP BO - 2023 - Unitaire;ACH22121452;0.0;
552;1;2019-12-05T11:48:20+0100;2023-02-11T16:28:59+0100;2020-01-01;2023-12-31;6;2;SE19120827 MA;0.0;1.0;0.0;1.0;Service Comptabilité 119, 321, rue du Faubourg Croncels, CS 90513;10000;Troyes;France;;;156501.08;38412.07999999999;32.528076281448726;255;827.0;826;425;1;;255;LACOSTE OPERATIONS HQ;Industrie;1;caisse epargne;;03 25 71 72 20;Troyes;France;2019-10-23T17:39:39+0200;255;1;;;;-1;10000;3291.0;2023-02-11;EP50105;BM1000000003291;1.0;39744.08;39744.08;0.0;1.0;52.0;schedule;41.0;0.0;255;Bd';1463.0;2023-02-11T16:28:59+0100;2023-02-11T16:28:59+0100;2022-12-12;1.0;29866.32;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121463;0.0;
553;1;2019-12-05T11:51:33+0100;2023-09-15T10:39:22+0200;2020-01-01;2023-12-31;6;2;SE19120828 MA;0.0;1.0;0.0;1.0;112 Avenue Kléber;75784;Paris Cedex 16;France;;;90304.09;34868.57;62.89932880579095;368;828.0;827;424;1;;368;KEPLER CHEVREUX SA;;1;caisse d'Epargne;https://www.keplercheuvreux.com/fr/;;Paris Cedex 16;France;2019-10-23T17:39:39+0200;368;1;;;;-1;75784;3269.0;2023-02-04;SE19120828 MA04;BM1000000003269;1.0;22933.09;22933.09;0.0;1.0;52.0;schedule;1.0;0.0;368;ATA;1451.0;2023-02-04T19:09:01+0100;2023-02-04T19:09:01+0100;2022-12-12;1.0;14020.4;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121451;0.0;
554;1;2019-12-05T11:54:41+0100;2023-09-15T11:17:18+0200;2020-01-01;2023-12-31;6;2;PO-RM-RENNES2020;0.0;1.0;0.0;1.0;Plaine de Baud, rue Jean-Marie Huchet, CS 94001;35040;Rennes Cedex;France;;;46324.22;18417.29;65.99539970896117;71;829.0;828;423;1;;71;KEOLIS RENNES;Transport;1;"Site CEGEDIM
Caisse d'Epargne";;;Rennes Cedex;France;2019-10-23T17:39:39+0200;71;1;;;;-1;35040;3353.0;2023-02-27;03508CACM1881;BM1000000003353;1.0;11764.22;11764.22;0.0;1.0;1458.0;schedule;41.0;0.0;71;GLE;1494.0;2023-02-27T16:02:36+0100;2023-02-27T16:02:36+0100;2022-12-12;1.0;7058.04;1.0;Maintenance SAP BusinessObjects 2023 - Unitaire;ACH22121494;0.0;
556;1;2019-12-05T12:00:07+0100;2023-09-15T10:42:18+0200;2020-01-01;2023-12-31;6;2;SE19120831 MA;0.0;1.0;0.0;1.0;Direction Financière - Service Comptabilité Tiers, 140 Avenue de la République, CS 30007;92327;CHATILLON Cedex;France;;;346455.26303;99535.47302999996;40.31085277935801;255;831.0;830;428;1;;255;MUTEX;Assurance;1;crédit agricole;https://www.mutex.fr;01 46 00 30 30;CHATILLON Cedex;France;2019-10-23T17:39:39+0200;255;1;;;;-1;92327;3350.0;2023-02-26;CP9435;BM1000000003350;1.0;70164.61;70164.61;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1490.0;2023-02-26T19:57:21+0100;2023-02-26T19:57:21+0100;2023-02-26;1.0;49843.33;1.0;Maintenance SAP BO 2023;ACH23021490;0.0;
557;1;2019-12-05T12:02:21+0100;2020-01-07T15:04:39+0100;2020-01-01;2020-12-31;6;2;PO-CCI-2020;0.0;1.0;0.0;1.0;Service Comptabilité, 5, rue Dieudonné Costes;31700;Blagnac;France;;;7921.0;1827.42;29.989267392895474;88;832.0;831;393;1;;88;CCI OCCITANIE;Secteur public;1;;;;Blagnac;France;2019-10-23T17:39:38+0200;368;1;;;;-1;31700;1071.0;2019-12-05;108 / 00010;PO-CCI-2020;0.0;7921.0;7921.0;0.0;1.0;52.0;schedule;1.0;0.0;88;TMU;420.0;2019-12-31T00:00:00+0100;2019-12-31T00:00:00+0100;2019-12-31;1.0;6093.58;1.0;Maintenance SAP BO 2020;ACH420;0.0;
560;1;2019-12-05T12:13:44+0100;2023-01-09T14:38:49+0100;2020-01-01;2023-12-31;6;2;SE19120835 MA;0.0;1.0;0.0;1.0;33-43 Avenue Georges Pompidou, CS 23179;33131;BALMA Cedex;France;;;32732.57;10558.75;47.618091966111386;255;835.0;834;399;1;;255;EDELIS;Immobilier;1;;;;BALMA Cedex;France;2019-10-23T17:39:38+0200;255;1;;;;5;33131;3106.0;2023-01-09;22-004197;BM1000000003106;1.0;8312.57;8312.57;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1344.0;2023-01-09T14:38:49+0100;2023-01-09T14:38:49+0100;2022-12-12;1.0;5608.06;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121344;0.0;
562;1;2019-12-05T12:18:42+0100;2023-01-19T17:30:51+0100;2020-01-01;2023-12-31;6;2;SE19120837;0.0;1.0;0.0;1.0;DSI/Domaine ABA, 27-31 Avenue du General Leclerc;94700;Maisons-Alfort;France;;;232399.2;8080.100000000006;3.6020561780071363;255;837.0;836;387;1;;255;BPI FRANCE;Banque;1;CAISSE D'EPARGNE;https://www.bpifrance.fr;05 56 48 46 46;Maisons-Alfort;France;2019-10-23T17:39:38+0200;255;1;;;;-1;94700;3210.0;2023-01-19;DR17287;BM1000000003210;1.0;67399.2;67399.2;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1409.0;2023-01-19T17:30:51+0100;2023-01-19T17:30:51+0100;2022-12-12;1.0;64802.26;1.0;Maintenance SAP BO 2023 BPI INVESTISSEMENT - Unitaire;ACH22121409;0.0;
565;1;2019-12-05T12:28:35+0100;2023-02-04T18:57:09+0100;2020-01-01;2023-12-31;6;2;SE19120840 MA;0.0;1.0;0.0;1.0;99 rue de l'Abbé-Groult;75015;PARIS;France;;;12001.35;3440.890000000001;40.19515306420451;255;840.0;839;380;1;;255;Agence des Espaces Verts (AEV);Secteur public;1;CAISSE EPARGNE;;0183653800;PANTIN;France;2019-10-23T17:39:38+0200;255;1;;;;-1;93500;3266.0;2023-02-04;23D000069;BM1000000003266;1.0;3047.79;3047.79;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1449.0;2023-02-04T18:57:08+0100;2023-02-04T18:57:08+0100;2022-12-12;1.0;2165.06;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121449;0.0;
566;1;2019-12-05T12:31:01+0100;2023-01-12T16:21:38+0100;2020-01-01;2023-12-31;6;2;SE19120841 MA;0.0;1.0;0.0;1.0;Comptabilité Fournisseurs, 61, rue Mstislav Rostropovitch;75017;PARIS;France;;;38462.78;5117.049999999996;15.345443029737226;255;841.0;840;384;1;;255;AXA Liabilities Managers;Assurance;1;caisse d'Epargne;;;PARIS;France;2019-10-23T17:39:38+0200;255;1;;;;-1;75017;3174.0;2023-01-12;SE19120841 MA04;BM1000000003174;1.0;9767.78;9767.78;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1386.0;2023-01-12T16:21:38+0100;2023-01-12T16:21:38+0100;2022-12-12;1.0;8432.58;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121386;0.0;
567;1;2019-12-05T12:32:55+0100;2020-01-07T14:25:43+0100;2020-01-01;2020-12-31;6;2;PO-RM-UGC-BI2020;0.0;1.0;0.0;1.0;24, Avenue Charles de Gaulle;92200;Neuilly-sur-Seine;France;;;42468.0;11881.8;38.84693096886832;88;842.0;856;449;1;;88;UGC SA;;1;Caisse d'Epargne;;;Neuilly-sur-Seine;France;2019-10-23T17:39:39+0200;255;1;;;;-1;92200;1082.0;2019-11-26;000347-FRA191INFO;PO-RM-UGC-BI2020;1.0;42468.0;42468.0;0.0;0.0;88.0;schedule;61.0;0.0;88;TMU;382.0;2019-12-31T00:00:00+0100;2019-12-31T00:00:00+0100;2019-12-31;1.0;30586.2;1.0;Maintenance SAP BO et 360 Eyes 2020;ACH382;0.0;
569;1;2019-12-05T12:37:11+0100;2023-03-03T15:19:09+0100;2020-01-01;2023-12-31;6;2;SE19120844 MA;0.0;1.0;0.0;1.0;Comptabilité Fournisseurs, Village 5, 50 Place de l'Ellipse, CS 30024;92985;LA DEFENSE cedex;France;;;96761.25;16239.149999999994;20.16732052442745;255;844.0;842;378;1;;255;AGEAS Services;;1;CAISSE D'EPARGNE;https://www.ageas.fr;01 73 60 70 80;Courbevoie;France;2019-10-23T17:39:38+0200;255;1;;;;-1;92400;3374.0;2023-03-03;SE19120844 MA04;BM1000000003374;1.0;24572.91;24572.91;0.0;1.0;1458.0;schedule;1.0;0.0;255;Bd';1506.0;2023-03-03T15:05:43+0100;2023-03-03T15:05:43+0100;2022-12-12;1.0;20365.14;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121506;0.0;
571;1;2019-12-05T12:42:39+0100;2023-09-15T10:47:43+0200;2020-01-01;2023-12-31;6;2;SE19120846 MA;0.0;1.0;0.0;1.0;92 rue Réaumur;75002;Paris 02;France;;;41582.63;9640.94;30.182936469548103;255;846.0;844;437;1;;255;RAKUTEN;Grande distribution;1;;https://fr.shopping.rakuten.com;09 70 75 64 60.;Paris 02;France;2019-10-23T17:39:39+0200;255;1;;;;-1;75002;3191.0;2023-01-17;2928;BM1000000003191;1.0;10560.02;10560.02;0.0;1.0;52.0;schedule;2.0;0.0;255;Bd';1398.0;2023-01-17T16:22:58+0100;2023-01-17T16:22:58+0100;2022-12-12;1.0;8078.49;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121398;0.0;
573;1;2019-12-05T12:49:35+0100;2023-02-04T18:18:21+0100;2022-01-01;2023-12-31;6;2;SE19120848 MA;0.0;1.0;0.0;1.0;Comptabilité Fournisseurs, Parc d'Affaires NOVEOS, 4 Avenue Réaumur;92140;Clamart;France;;;16434.0;368.5699999999997;2.2941807346582053;255;848.0;846;443;1;;255;MICROPORT CRM;Biomédical;1;"conception et  fabrication de solution d'assistance cardiaque.

caisse d'Epargne";;01 46 01 33 33;Clamart;France;2019-10-23T17:39:39+0200;255;1;;;;-1;92140;3135.0;2023-01-09;5500030316;BM1000000003135;1.0;5594.13;5594.13;0.0;1.0;52.0;schedule;52.0;0.0;255;Bd';1360.0;2023-01-09T17:27:03+0100;2023-02-04T18:18:20+0100;2022-12-12;1.0;4079.83;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121360;0.0;
575;1;2019-12-05T12:54:34+0100;2022-09-27T15:45:58+0200;2020-01-01;2022-12-31;6;2;RM-SDIS76-2021-1;0.0;1.0;0.0;1.0;6, rue du Verger, CS 40078;76190;YVETOT;France;;RESILIATION 31/12/22;12518.0;3125.120000000001;33.27115857969016;88;850.0;848;440;1;;88;SDIS 76;Secteur public;1;CREDIT AGRICOLE;;;YVETOT;France;2019-10-23T17:39:39+0200;88;1;;;;-1;76190;2747.0;2022-06-24;2342207948;BM1000000002747;1.0;1958.0;1958.0;0.0;1.0;52.0;schedule;91.0;0.0;88;TMU;1225.0;2022-06-24T11:50:17+0200;2022-06-24T11:50:17+0200;2022-06-24;1.0;1076.88;1.0;Maintenance ext. licences au prorata de 07 à 12/2022;ACH22061225;0.0;
576;1;2019-12-05T12:56:40+0100;2023-01-12T16:40:08+0100;2020-01-01;2023-12-31;6;2;SE20010875MA;0.0;1.0;0.0;1.0;64 rue Defrance;94682;Vincennes Cedex;France;;;94141.8;9039.589999999997;10.622039075130946;255;851.0;849;409;1;;255;Fonds de Garantie - FGA;Assurance;1;CAISSE D'Epargne;;0143967700;Vincennes Cedex;France;2019-10-23T17:39:38+0200;255;1;;;;-1;94682;3177.0;2023-01-12;DTNI2022-00438;BM1000000003177;1.0;23907.69;23907.69;0.0;0.0;52.0;schedule;1.0;0.0;255;Bd';1389.0;2023-01-12T16:40:08+0100;2023-01-12T16:40:08+0100;2022-12-12;1.0;21523.51;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121389;0.0;
577;1;2019-12-05T12:59:08+0100;2023-09-15T18:25:52+0200;2020-01-01;2023-12-31;6;2;SE19120852;0.0;1.0;0.0;1.0;Comptabilité Fournisseurs, Coeur Defense - Tour B, 100, Esplanade du General de Gaulle;92932;La Defense cedex;France;;;68215.38;12721.850000000006;22.92492476149923;255;852.0;850;444;1;;255;STET SA;;1;;https://www.stet.eu;01 55 23 55 00;Courbevoie;France;2019-10-23T17:39:39+0200;255;1;;;;-1;92932;3325.0;2023-02-20;CF-DOP3-2023;BM1000000003325;1.0;17350.38;17350.38;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1477.0;2023-02-20T09:50:25+0100;2023-02-20T09:50:25+0100;2023-01-01;1.0;14103.52;1.0;Maint SAP BO 15828.60) et 360Eyes (1521.78€) 2023;ACH23011477;0.0;
578;1;2019-12-05T16:09:55+0100;2023-02-16T15:33:58+0100;2020-01-01;2023-12-31;6;2;SE19120853 MA;0.0;1.0;0.0;1.0;3-5 Place Royale;78100;Saint-Germain en Laye;France;;;7961.98;3585.78;81.93821123349025;255;853.0;851;448;1;;255;TRIMANE;;1;CREDIT AGRICOLE;;0172550055;Saint-Germain en Laye;France;2019-10-23T17:39:39+0200;255;1;;;;-1;78100;3315.0;2023-02-16;SE19120853 MA;BM1000000003315;0.0;2021.98;2021.98;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1475.0;2023-02-16T15:33:58+0100;2023-02-16T15:33:58+0100;2022-12-12;1.0;1109.2;1.0;Maintenance SAP BO 2023 - Utilitaire;ACH22121475;0.0;
587;1;2019-12-27T08:54:55+0100;2023-01-30T13:02:12+0100;2022-01-01;2022-12-31;6;2;SE19120863 Maint;0.0;1.0;0.0;1.0;89 avenue de la Grande Armée;75219;PARIS Cedex 16;France;;;96364.0;38810.72;67.43441902876778;17;863.0;679;373;1;;17;LOXAM;Services;1;"bpi france
REGL A 60 J";https://www.loxam.fr;01 58 44 04 00;PARIS Cedex 16;France;2019-09-12T06:56:06+0200;17;1;;;;-1;75219;3248.0;2023-01-30;4109974;BM1000000003248;1.0;25530.0;25530.0;0.0;0.0;52.0;schedule;61.0;0.0;17;ARE;1440.0;2023-01-30T13:02:12+0100;2023-01-30T13:02:12+0100;2022-12-12;1.0;14587.82;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121440;0.0;
594;1;2020-01-02T11:42:33+0100;2023-09-15T11:31:59+0200;2020-01-02;2023-12-31;6;2;SE20010870MA;0.0;1.0;0.0;1.0;155 BIS AVENUE PIERRE BROSSOLETTE;92541;MONTROUGE;France;;;309773.14;92730.07;42.72427127021378;17;870.0;864;445;1;;17;TDF;;1;BPI;;01 55 95 10 00;MONTROUGE;France;2019-10-23T17:39:39+0200;17;1;;;;-1;92541;3141.0;2023-01-09;819037;BM1000000003141;1.0;78668.14;78668.14;0.0;0.0;52.0;schedule;61.0;0.0;17;ARE;1366.0;2023-01-09T18:18:22+0100;2023-01-09T18:18:22+0100;2022-12-12;1.0;0.0;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121366;0.0;
596;1;2020-01-05T18:52:46+0100;2023-09-15T18:30:24+0200;2020-01-01;2020-12-31;6;2;PO-UGC-Q419;0.0;1.0;0.0;1.0;24, Avenue Charles de Gaulle;92200;Neuilly-sur-Seine;France;;;6700.0;1464.0;27.96027501909855;255;872.0;856;449;1;;255;UGC SA;;1;Caisse d'Epargne;;;Neuilly-sur-Seine;France;2019-10-23T17:39:39+0200;255;1;;;;-1;92200;1138.0;2020-01-05;000350-FRA191INFO;BM1000000001138;1.0;6700.0;6700.0;0.0;0.0;88.0;schedule;61.0;0.0;255;Bd';381.0;2019-12-31T00:00:00+0100;2019-12-31T00:00:00+0100;2019-12-31;1.0;5236.0;1.0;MAINTENANCE SAP Data Integrator 2020;ACH381;0.0;
