,id_projet,prj_etat,prj_date,prj_dateupdate,prj_debut,prj_fin,prj_typeref,prj_type,prj_reference,prj_devise,prj_change,prj_deviseagence,prj_changeagence,prj_adr,prj_cp,prj_ville,prj_pays,prj_lotstab,prj_commentaires,prj_turnover_excludingtax,prj_margin_excludingtax,prj_profitability,id_profil,id_ao,id_crmcontact,id_crmsociete,id_societe,id_pole,id_profilcdp
383,1296,1,2022-05-11T16:26:34+0200,2022-05-11T16:29:36+0200,2022-05-12,2022-05-13,2,2,SE21111559-Formation BO,0.0,1.0,0.0,1.0,1 rue Philippe Mithouard,78363,MONTESSON CEDEX,France,,,1900.0,1217.2214356164,178.2746997506117,60,1559,1492,731,1,,60
384,1295,1,2022-05-11T11:48:03+0200,2022-05-13T14:50:13+0200,2022-05-11,2022-05-11,4,4,SE22021692-Extension licences SAP BI,0.0,1.0,0.0,1.0,,,,,,,7200.0,1700.0,30.90909090909091,12,1692,6,4,1,,12
385,1294,1,2022-05-09T16:46:43+0200,2023-02-09T17:43:37+0100,2022-05-09,2022-05-09,5,2,SE22041746-Acquisition licences SAP BusinessObjects,0.0,1.0,0.0,1.0,38 RUE DE QUIMPER,29590,PONT DE BUIS LES QUIMERC'H,France,,,18000.0,5400.0,42.857142857142854,71,1746,505,315,1,,71
386,1293,1,2022-05-09T10:13:20+0200,2023-06-05T07:34:23+0200,2022-05-02,2023-12-29,2,2,SE21031347-Migration SAP BusinessObjects,0.0,1.0,0.0,1.0,1 Rue de Germont,76031,Rouen CEDEX,France,,,38400.0,22013.3144547936,134.336589263673,71,1347,1325,685,1,,71
387,1292,1,2022-05-05T13:12:24+0200,2023-03-01T11:54:35+0100,2022-05-05,2022-12-30,2,2,SE22031701-Accompagnement post migration,0.0,1.0,0.0,1.0,25 bis avenue Andre Morizet,92100,Boulogne-Billancourt,France,,,2250.0,2235.0,14900.0,52,1701,1496,452,1,,52
388,1291,1,2022-05-05T13:10:34+0200,2022-07-08T12:30:24+0200,2022-06-07,2022-06-30,2,2,SE22031700-Formation BO4.3 + N4V,0.0,1.0,0.0,1.0,25 bis avenue Andre Morizet,92100,Boulogne-Billancourt,France,,,5600.0,5031.2489643836,884.6135917679413,255,1700,1496,452,1,,255
389,1290,0,2022-05-05T10:13:08+0200,2023-03-21T10:30:15+0100,2022-05-05,2022-06-30,2,2,SE22031716-TMA Assistance Power Shell et Talend,0.0,1.0,0.0,1.0,60 Bd du Lycée,92170,VANVE,France,,,9330.96,8980.32028,2561.1246438366993,64,1716,1489,729,1,,64
390,1289,1,2022-05-03T08:03:47+0200,2023-06-20T09:17:49+0200,2022-04-01,2022-08-31,2,2,SE22051772-Urban Pet,0.0,1.0,0.0,1.0,650 avenue de la petite Camargue,30470,AIMARGUES,France,,<CIR=100%>,16000.00000008,11545.507951573061,259.1879798156312,12,1772,362,223,1,,12
391,1288,0,2022-05-03T07:58:29+0200,2023-02-24T17:50:50+0100,2022-04-01,2022-06-30,2,2,SE22051771-Obésité Diabète,0.0,1.0,0.0,1.0,650 avenue de la petite Camargue,30470,AIMARGUES,France,,< CIR : 100% >,12000.0,8698.9491454546,263.5206038548765,12,1771,362,223,1,,12
392,1287,1,2022-05-02T14:50:49+0200,2022-09-29T06:43:41+0200,2022-05-02,2022-05-02,2,2,SE20121242 PC18-SID T2/2022,0.0,1.0,0.0,1.0,,,,France,,,12498.06,12498.06,0.0,52,1770,1237,645,1,,52
393,1286,1,2022-05-02T14:38:58+0200,2022-06-07T18:01:51+0200,2022-04-02,2022-06-30,2,2,S220121242 PC17-SID PIC T2/2022,0.0,1.0,0.0,1.0,,,,France,,,25005.83,25005.83,0.0,52,1767,1237,645,1,,52
394,1285,1,2022-04-28T11:19:44+0200,2023-06-08T14:56:30+0200,2022-10-01,2024-05-30,2,2,SE22031709- AO Formation statistiques,0.0,1.0,0.0,1.0,,,,France,,"Appel d'offres : Contrat de 1 an à la date de notification le 28/04/2022
Si renouvellement notification 2 mois avant.
Si renouvellement augmentation des tarifs inférieure à 4%
Si location de salle : 300€/j",12750.0,12640.0,11490.90909090909,12,1709,237,151,1,,12
395,1284,1,2022-04-27T14:42:24+0200,2022-05-06T10:42:44+0200,2022-04-18,2022-05-27,2,2,SE21121624-Migration 4.1 à 4.3,0.0,1.0,0.0,1.0,90/92 avenue du Général Lecler,93500,PANTIN,France,,,9550.0,9490.0,15816.666666666666,255,1624,1441,380,1,,255
396,1283,1,2022-04-26T16:45:59+0200,2022-04-26T16:45:59+0200,2022-04-26,2022-05-27,8,1,SE22041763-Formation Power BI,0.0,1.0,0.0,1.0,3 Avenue Hoche,75008,PARIS,France,,,3400.0,2745.09892,419.16237487346945,17,1763,1223,186,1,,17
397,1282,1,2022-04-25T16:26:42+0200,2023-07-12T08:21:55+0200,2022-01-01,2023-12-31,2,2,SE22041741-Projet PILO 360,0.0,1.0,0.0,1.0,14 avenue Duquesne,75007,Paris,France,,,392314.81,361778.3434556168,1184.7419966871098,64,1741,1701,656,1,,64
398,1281,1,2022-04-25T16:20:12+0200,2023-06-12T14:02:18+0200,2022-04-01,2023-12-31,9,2,SE22041762-Video e-learning,0.0,1.0,0.0,1.0,8 RUE DE LA BOURSE,69002,LYON,France,,,0.0,0.0,0.0,17,1762,1069,554,1,,17
399,1280,1,2022-04-25T10:35:07+0200,2023-09-07T18:03:01+0200,2022-04-25,2022-12-30,2,2,SE22031724-Migration SAP BO,0.0,1.0,0.0,1.0,Denis Matériaux - Siège Guignen | Parc d'activités Les Bignons,35580,Guignen,France,,,27050.0,15101.375123287,126.38588355651268,71,1724,1512,298,1,,71
400,1279,1,2022-04-25T10:33:16+0200,2023-06-22T13:41:20+0200,2022-04-01,2022-08-31,2,2,SE22041739-Mizerin,0.0,1.0,0.0,1.0,20 Avenue de la Gare,38290,La Verpillière,France,,< CIR : 100% >,15200.00000008,10880.023274075025,251.853747465363,12,1739,1698,153,1,,12
401,1278,1,2022-04-19T11:22:34+0200,2023-03-08T10:37:47+0100,2022-04-01,2022-11-30,2,2,SE22021677-Cadrage et POC - généralisation Tannerie 4.0,0.0,1.0,0.0,1.0,3 Avenue Hoche,75008,PARIS,France,,< CIR : 100%>,55799.99999991,44515.56203380471,394.48630199851084,17,1676,1223,186,1,,17
402,1277,1,2022-04-12T11:31:14+0200,2022-04-12T11:31:14+0200,2022-04-04,2022-05-31,8,1,SE22031718-Formation SAP BO Webi,0.0,1.0,0.0,1.0,24 Avenue Barthelemy Thimonnier,69300,CALUIRE ET CUIRE,France,,,2000.0,1663.8816438356,495.0284961591843,60,1718,21,13,1,,60
403,1276,1,2022-04-08T16:43:24+0200,2023-02-02T16:15:26+0100,2022-04-01,2022-12-31,13,2,SE22031719-TMA,0.0,1.0,0.0,1.0,150 RUE GALLIENI,92100,BOULOGNE BILLANCOURT,France,,,9000.0,8925.0,11900.0,78,1719,1099,565,1,,78
404,1275,1,2022-04-07T13:36:20+0200,2022-09-26T16:07:39+0200,2022-03-01,2022-09-30,2,2,CE22041745-Traitement des fichiers EMMY,0.0,1.0,0.0,1.0,562 avenue du Parc de l'Ile - Combustibles,92000,NANTERRE,France,,"Affaire en stand by, le client suspend pendant été 2022 et ne revient pas a priori. A statuer / clôturer fin 2022",79980.0,79710.0,29522.222222222223,72,1745,1706,91,4,,72
405,1274,1,2022-04-06T14:52:59+0200,2022-06-09T08:27:33+0200,2022-03-11,2022-06-30,2,2,SE22031723-Migration Oracle,0.0,1.0,0.0,1.0,"36, boulevard de la République",92420,VAUCRESSON,France,,,1160.0,1150.0,11500.0,255,1723,941,507,1,,255
406,1273,1,2022-04-06T11:30:23+0200,2022-12-14T10:11:17+0100,2022-02-01,2022-12-30,2,2,SE22031721-Aploses EBDC,0.0,1.0,0.0,1.0,"36, boulevard de la République",92420,VAUCRESSON,France,,,10740.0,10650.0,11833.333333333334,255,1721,941,507,1,,255
407,1272,1,2022-04-05T18:56:39+0200,2023-07-11T12:23:45+0200,2022-04-21,2023-10-29,2,2,SE22041740-projet OGED,0.0,1.0,0.0,1.0,1 boulevard Louise Michel,92240,MALAKOFF,France,,,41951.24,30735.0692432884,274.024619542253,64,1740,1699,810,1,,64
408,1271,1,2022-04-05T14:35:42+0200,2022-08-16T11:27:31+0200,2022-08-01,2022-12-31,2,2,SE21111570-Analyse parc SAP BusinessObjects / compliance,0.0,1.0,0.0,1.0,28 rue de Rennes,49010,ANGERS,France,,,7600.0,4868.8857424656,178.2746997506117,17,1570,1503,78,1,,17
409,1270,0,2022-04-04T19:08:00+0200,2023-05-16T17:43:53+0200,2022-01-01,2022-12-31,11,2,SE22041738-See SI CEE,0.0,1.0,0.0,1.0,,,,France,,< CII : 100% >,0.0,0.0,0.0,48,1738,899,488,1,,48
410,1269,1,2022-04-01T11:23:21+0200,2022-10-31T08:41:39+0100,2022-03-01,2022-10-30,2,2,SE22041736-Migration Horus,0.0,1.0,0.0,1.0,"Service Exécution Budgétaire, 2-16 Boulevard Soufflot",92015,Nanterre Cedex,France,,,10620.75,9257.19779178075,678.903069202632,78,1736,1363,396,1,,78
411,1268,0,2022-03-31T17:56:49+0200,2023-02-24T17:51:00+0100,2022-03-01,2022-05-31,2,2,SE22031732-XRay,0.0,1.0,0.0,1.0,650 avenue de la petite Camargue,30470,AIMARGUES,France,,< CIR : 100% >,20840.0000001,14418.112223840435,224.5151694668554,12,1732,1400,223,1,,12
412,1267,1,2022-03-31T17:28:25+0200,2022-05-20T16:14:58+0200,2022-03-01,2022-05-27,2,2,SE22031730-Projet SAC,0.0,1.0,0.0,1.0,"21, rue Fortuny",75017,PARIS,France,,,9600.0,9540.0,15900.0,255,1730,664,365,1,,255
413,1266,1,2022-03-31T16:07:14+0200,2023-03-03T15:50:13+0100,2022-02-01,2022-12-31,8,1,SE22031704-Plan de formation SAP BusinessObjects BI4.3,0.0,1.0,0.0,1.0,155 BIS AVENUE PIERRE BROSSOLETTE,92541,MONTROUGE,France,,,20000.0,14537.7714849312,266.1509207244891,17,1704,1623,445,1,,17
414,1265,0,2022-03-31T11:59:05+0200,2023-02-02T10:24:39+0100,2022-03-24,2022-03-25,8,1,SE22031733-Formation BO 4.3,0.0,1.0,0.0,1.0,42 Avenue de Bobigny,93130,Noisy-le-Sec,France,,,2800.0,2117.2214356164,310.08903121142777,255,1733,1477,414,1,,255
415,1264,1,2022-03-29T16:08:59+0200,2023-03-21T11:53:25+0100,2022-03-29,2022-05-31,2,2,SE21111576-formation vidéo BO 4.3,0.0,1.0,0.0,1.0,,,,France,,,12501.0,7033.7714849312,128.65332893155437,60,1576,1507,734,1,,60
416,1263,1,2022-03-28T09:31:57+0200,2022-03-28T09:35:02+0200,2022-03-17,2022-03-25,8,1,SE22021683-Formation SAP BusinessObjects,0.0,1.0,0.0,1.0,ILENA PARK 117 Allée des Parcs - Immeuble B1,69791,SAINT-PRIEST Cedex,France,,,3920.0,3247.7632876712,483.1279262360006,12,1683,126,90,1,,12
417,1262,1,2022-03-25T10:02:32+0100,2023-09-04T17:36:22+0200,2022-01-01,2023-12-31,9,2,SE22031729-DWH & DTM interne,0.0,1.0,0.0,1.0,8 RUE DE LA BOURSE,69002,LYON,France,,,0.0,0.0,0.0,67,1729,1069,554,1,,67
418,1261,1,2022-03-24T14:31:15+0100,2022-12-14T10:55:36+0100,2022-03-01,2022-09-30,2,2,CE22031728-AMOA Lot 2 CAPCEE Audits post travaux,0.0,1.0,0.0,1.0,562 avenue du Parc de l'Ile - Combustibles,92000,NANTERRE,France,,"affaire terminée fin septembre 2022, en cas de besoin une nouvelle commande/affaire sera créée",75020.1,74532.34000000001,15280.535509266854,72,1728,1688,91,4,,72
419,1260,1,2022-03-24T11:08:03+0100,2023-03-08T10:49:20+0100,2022-04-04,2022-12-31,2,2,SE21031349-Cadrage - Sprint - Roadmap data,0.0,1.0,0.0,1.0,"Localisation12 mail Barthélémy Thimonnier,",77185,LOGNES,France,,< CIR : 100% >,18127.199999818728,16056.652187967433,775.4784553181141,17,1349,1291,673,1,,17
420,1259,1,2022-03-24T10:31:25+0100,2023-08-28T16:20:26+0200,2022-03-14,2023-12-29,2,2,SE21111589-AT IE Talend,0.0,1.0,0.0,1.0,"Rue Pierre Ramond, CS 60013, Caupian,",33166,Saint-Médard-en-Jalles,France,,,251191.2,80426.20000000001,47.09759025561445,71,1589,1443,694,1,,71
421,1258,1,2022-03-24T09:58:18+0100,2023-08-25T14:40:34+0200,2022-04-11,2023-07-31,2,2,SE22031710-Projet Mandoline - Assistance Talend,0.0,1.0,0.0,1.0,39-43 quai André-Citroën,75739,Paris,France,,,93224.4,53684.1698926028,135.77101030213666,64,1710,1626,663,1,,64
422,1257,1,2022-03-21T21:54:41+0100,2023-03-09T09:12:16+0100,2022-03-21,2022-03-21,4,4,SE22031726-Souscription SAC 25 users BI via CCFLEX,0.0,1.0,0.0,1.0,,,,,,,2400.0,2400.0,0.0,17,1726,1619,781,1,,17
423,1256,1,2022-03-14T16:19:16+0100,2023-09-07T13:49:02+0200,2022-03-10,2024-03-09,13,2,SE22021691-RUN Point Break,0.0,1.0,0.0,1.0,650 avenue de la petite Camargue,30470,AIMARGUES,France,,,259073.81409987868,178510.8493319764,221.5792949604783,12,1691,1400,223,1,,12
424,1255,1,2022-03-12T16:48:04+0100,2023-09-22T14:30:40+0200,2022-03-11,2024-02-29,6,2,SE22021690 - Maintenance SAP BO,0.0,1.0,0.0,1.0,Centre d'affaires La Boursidière,92350,Le Plessis Robinson,France,,<ERP NUMBER> : 1023706,10000.0,3463.99,52.998541923895466,60,1713,1595,701,1,,60
425,1254,1,2022-03-12T16:42:49+0100,2023-02-09T17:45:16+0100,2022-03-12,2022-03-12,10,2,SE22021690-Souscription SAC & Pred.,0.0,1.0,0.0,1.0,Centre d'affaires La Boursidière,92350,Le Plessis Robinson,France,,,7700.0,812.0,11.788617886178862,60,1712,1595,701,1,,60
426,1253,1,2022-03-12T16:25:27+0100,2022-03-12T16:35:45+0100,2022-03-12,2022-03-12,4,4,SE22021690-Licences BO BI 4.3,0.0,1.0,0.0,1.0,,,,,,,10000.0,1435.3999999999996,16.759685215888656,17,1690,1595,701,1,,17
427,1252,1,2022-03-11T18:08:01+0100,2023-09-15T11:43:23+0200,2022-04-01,2023-12-31,2,2,SE22011653 MA-Maintenance Need4Viz,0.0,1.0,0.0,1.0,25 bis avenue Andre Morizet,92100,Boulogne-Billancourt,France,,,10094.0,7313.0,262.962962962963,255,1711,811,452,1,,255
428,1251,1,2022-03-11T17:52:45+0100,2023-02-08T16:37:21+0100,2022-03-11,2022-03-11,6,2,SE22011653-Acquisition licences Need For Viz,0.0,1.0,0.0,1.0,25 bis avenue Andre Morizet,92100,Boulogne-Billancourt,France,,,20600.0,6180.0,42.857142857142854,255,1653,1496,452,1,,255
429,1250,1,2022-03-11T11:26:18+0100,2022-08-12T09:18:45+0200,2022-03-07,2022-03-31,2,2,SE22021682-POC SAC,0.0,1.0,0.0,1.0,Avenue de France,57302,HAGONDANGE,France,,,2275.0,1510.94874,197.7548914715487,60,1682,1385,699,1,,60
430,1249,1,2022-03-11T10:45:00+0100,2022-05-06T11:49:28+0200,2022-03-07,2022-06-30,2,2,SE22031699-Accompagnement pilote SAP Analytics Cloud,0.0,1.0,0.0,1.0,15 boulevard Charles de Gaulle,92707,COLOMBES CEDEX,France,,,12750.0,10635.9336164385,503.1031049517226,17,1699,1619,781,1,,17
431,1248,1,2022-03-11T10:00:22+0100,2023-06-14T20:58:31+0200,2022-03-01,2023-07-31,2,2,SE22021695-Expertise DataViz sur SAP BI Webi,0.0,1.0,0.0,1.0,,,,France,,,54954.82,42109.7746327401,327.8289288107274,12,1695,1607,772,1,,12
432,1247,1,2022-03-09T17:41:49+0100,2023-04-25T09:03:35+0200,2022-01-01,2023-12-31,9,2,SE22031708-TMA Hub de données SI CEENOVATE,0.0,1.0,0.0,1.0,6 Quai Saint Antoine,69002,Lyon,France,,"le CDS de Seenovate assure la maintenance du hub de données BO créé pour Ceenovate (environnement ""Cobalt"")",0.0,-4961.498520548,-100.0,227,1708,899,488,1,,227
433,1246,1,2022-03-09T17:23:32+0100,2023-03-03T14:49:54+0100,2022-01-01,2023-12-31,9,2,SE22031707-TME Helpdesk SI et Telco CEENOVATE,0.0,1.0,0.0,1.0,6 Quai Saint Antoine,69002,Lyon,France,,le cds de Seenovate assure le helpdesk et l'exploitation des systèmes SI et telco de Ceenovate,0.0,-2818.755178082,-100.0,227,1707,899,488,1,,227
434,1245,1,2022-03-09T17:12:16+0100,2023-04-25T09:04:42+0200,2022-03-01,2023-12-31,9,2,SE22031706-TMA Reporting activités CEE,0.0,1.0,0.0,1.0,6 Quai Saint Antoine,69002,Lyon,France,,prestation de maintenance et maintenance évolutive des reportings BO de l'environnement créé et géré pour CEENOVATE sur son activité de dossiers CEE ; budget = 12 jours sur 2022,0.0,-2910.89175731,-100.0,227,1706,899,488,1,,227
435,1244,1,2022-03-09T14:51:20+0100,2022-03-09T14:57:01+0100,2022-03-01,2022-04-30,2,2,SE22021684-Assistance Technique,0.0,1.0,0.0,1.0,"Parc Logistique R 16 , La Porte des Champs, Bâtiment D",95470,SURVILLIERS,France,,,2400.0,2385.0,15900.0,78,1684,1446,395,1,,78
436,1243,1,2022-03-08T21:25:28+0100,2022-03-08T21:26:07+0100,2022-03-08,2022-04-30,1,1,SE22031705-Migration des lots d’alimentation BO concernant l’activité HFS & Pharmacie de l’Espagne,0.0,1.0,0.0,1.0,"Comptabilité Fournisseurs, BP 106",31250,Revel,France,,,7200.0,3877.4937863016,116.70388366212936,17,1705,804,431,1,,17
437,1242,1,2022-03-03T16:53:13+0100,2022-04-25T20:35:06+0200,2022-02-28,2022-04-29,2,2,SE22021689-Mutualisation BO - GHT Yvelines Nord,0.0,1.0,0.0,1.0,4 rue de professeur Jean Pecker - CS76513,35065,RENNES Cedex,France,,,8400.0,1050.0,14.285714285714286,71,1689,1461,188,1,,71
438,1241,1,2022-03-03T12:18:10+0100,2023-09-13T16:46:10+0200,2022-02-01,2023-10-30,2,2,SE21121633-Migration SAP BI 4.3,0.0,1.0,0.0,1.0,Port du Bloscon - BP 72,29688,ROSCOFF Cedex,France,,,28050.0,16784.1536876706,148.9826260926526,71,1633,542,289,1,,71
439,1240,0,2022-03-02T09:39:41+0100,2023-05-16T17:43:13+0200,2021-01-01,2021-12-31,11,2,SE22031698-Projets CII 2021,0.0,1.0,0.0,1.0,8 RUE DE LA BOURSE,69002,LYON,France,,< CII : 100% >,0.0,0.0,0.0,48,1698,1069,554,1,,48
440,1239,1,2022-02-28T16:25:23+0100,2023-02-22T14:20:20+0100,2022-02-14,2023-12-31,2,2,SE22021668-TMA Décisionnelle,0.0,1.0,0.0,1.0,"Comptabilité Fournisseurs, BP 106",31250,Revel,France,,,157770.0,98275.052428386,165.18218174760543,17,1668,804,431,1,,17
441,1238,1,2022-02-28T12:32:15+0100,2023-02-06T10:22:58+0100,2022-02-21,2023-02-03,2,2,SE22021686-Dévelpts GED Simulations journalières,0.0,1.0,0.0,1.0,89 avenue de la Grande Armée,75219,PARIS Cedex 16,France,,,45500.0,26118.713753426,134.7625406339735,17,1686,679,373,1,,17
442,1237,1,2022-02-28T10:33:18+0100,2023-09-22T14:54:32+0200,2022-02-28,2022-02-28,12,4,SE21081483-Maintenance PCOE (BFC),0.0,1.0,0.0,1.0,,,,,,<ERP NUMBER> : 935526,120262.0,7337.779999999999,6.4979682835090635,60,1483,1063,512,1,,60
443,1236,1,2022-02-23T14:23:28+0100,2022-07-04T12:58:16+0200,2022-02-23,2022-07-29,2,2,SE21121625-Migration SAP BI 3.1 à  4.3,0.0,1.0,0.0,1.0,25 bis avenue Andre Morizet,92100,Boulogne-Billancourt,France,,,9960.0,9907.5,18871.428571428572,255,1625,1496,452,1,,255
444,1235,1,2022-02-15T09:31:12+0100,2022-10-04T21:20:17+0200,2022-02-15,2022-12-30,2,2,SE22011660-Assistance sur projet de plateforme data,0.0,1.0,0.0,1.0,,,,France,,,52020.0,35280.5765030127,210.76339044389653,17,1660,1556,496,1,,17
445,1234,0,2022-02-11T15:45:09+0100,2023-05-16T17:45:17+0200,2022-01-01,2022-12-31,11,2,SE22021681-Projets CII 2022,0.0,1.0,0.0,1.0,8 RUE DE LA BOURSE,69002,LYON,France,,,0.0,-19862.47802960765,-100.0,231,1681,1069,554,1,,231
446,1233,1,2022-02-10T09:08:39+0100,2023-09-12T12:52:15+0200,2022-02-10,2023-07-21,13,2,SE21121610-Assistance BO,0.0,1.0,0.0,1.0,25 Avenue François Mitterrand,69500,BRON,France,,,8682.0,3822.0,78.64197530864197,64,1610,1535,103,1,,64
447,1232,1,2022-02-09T14:15:51+0100,2023-09-22T11:19:38+0200,2022-01-01,2023-12-31,6,2,SE22021672-Maintenance SAP BO via Artemys,0.0,1.0,0.0,1.0,8 avenue Paul Delorme,76120,Le Grand-Quevilly,France,,<ERP NUMBER> : 1222555,15159.0,1024.4799999999996,7.248070680857925,71,1672,1583,762,1,,71
448,1230,0,2022-02-09T11:43:52+0100,2023-05-16T17:42:59+0200,2021-01-01,2021-12-31,11,2,SE22021677-Projets CIR 2021,0.0,1.0,0.0,1.0,8 RUE DE LA BOURSE,69002,LYON,France,,< CIR : 100% >,0.0,0.0,0.0,48,1677,1069,554,1,,48
449,1229,0,2022-02-07T16:01:02+0100,2022-03-09T14:33:25+0100,2022-02-01,2022-02-28,1,1,SE22021675-Data Analyst Senior  Chez BPCE Factor,0.0,1.0,0.0,1.0,43 avenue du panorama,92340,Bourg La Reine,France,,,5360.0,5320.0,13300.0,299,1675,1592,766,1,,299
450,1228,1,2022-02-07T13:49:17+0100,2023-06-23T10:30:40+0200,2022-02-07,2024-02-28,13,2,SE22011661-TMA-TME,0.0,1.0,0.0,1.0,,,,France,,,143849.999999965,113693.47848028978,377.01124914593356,255,1661,1542,745,1,,255
451,1227,1,2022-02-05T15:28:15+0100,2022-02-05T15:29:12+0100,2022-01-01,2022-02-28,2,2,SE21121616-Assistance SAC Planning,0.0,1.0,0.0,1.0,BAT 134 - 50 Av du Président Wilson,93214,La Plaine Saint-Denis Cedex,France,,,17100.0,1908.0,12.559241706161137,17,1616,1369,410,1,,17
452,1226,1,2022-02-03T11:05:17+0100,2022-04-04T18:23:18+0200,2022-02-01,2022-05-31,2,2,SE21121599-Formation Bioequivalence,0.0,1.0,0.0,1.0,20 Avenue de la Gare,38290,La Verpillière,France,,,6250.0,5540.2807381819,780.6298963887873,12,1599,1530,153,1,,12
453,1225,0,2022-02-03T06:21:42+0100,2023-06-15T16:52:00+0200,2022-02-03,2022-06-30,2,2,SE22021673-Accompagnement projet Hana Cloud / Power BI,0.0,1.0,0.0,1.0,"10, place du Général de Gaulle",92160,ANTONY,France,,,103199.99999984,76982.75912078167,293.63409931620066,17,1673,1590,764,1,,17
454,1223,1,2022-02-01T10:53:42+0100,2022-02-01T10:53:42+0100,2022-02-01,2022-02-02,8,1,SE22011663-Formation SAP IDT,0.0,1.0,0.0,1.0,108 avenue du général LECLERC,35703,Rennes Cedex 7,France,,,2200.0,1517.2214356164,222.2128102375504,71,1663,1571,757,1,,71
455,1222,0,2022-01-31T19:58:50+0100,2023-05-16T17:45:09+0200,2022-01-03,2022-12-31,11,2,SE22011667-Projets CIR 2022,0.0,1.0,0.0,1.0,8 RUE DE LA BOURSE,69002,LYON,France,,< CIR : 100% >,0.0,0.0,0.0,70,1667,1069,554,1,,70
456,1221,0,2022-01-28T09:30:57+0100,2023-05-16T17:42:47+0200,2022-01-01,2022-12-31,11,2,SE22011665-CII - Documentation technique,0.0,1.0,0.0,1.0,8 RUE DE LA BOURSE,69002,LYON,France,,< CII : 100% >,0.0,-3776.371325438694,-100.0,48,1665,1069,554,1,,48
457,1220,0,2022-01-28T09:27:09+0100,2023-05-16T17:42:10+0200,2022-01-01,2022-12-31,11,2,SE22011664-CIR - Documentation technique,0.0,1.0,0.0,1.0,8 RUE DE LA BOURSE,69002,LYON,France,,< CIR : 100% >,0.0,-5922.495619893862,-100.00000000000001,48,1664,1069,554,1,,48
458,1219,1,2022-01-27T16:54:31+0100,2023-08-24T15:14:38+0200,2022-01-24,2023-12-29,2,2,SE22011648-AT Reporting - Portage Talan,0.0,1.0,0.0,1.0,20 Avenue du Grésillé,49000,Angers,France,,,319316.34,29716.340000000026,10.261167127071833,71,1648,1803,750,1,,71
459,1217,1,2022-01-20T20:21:48+0100,2023-02-08T10:03:16+0100,2022-01-01,2022-12-31,1,1,SE22011659-MCO générique 2022,0.0,1.0,0.0,1.0,111 rue Elisee Reclus CS 20617,69153,DECINES,France,,,58265.79999988235,42947.87387023312,280.37655689632567,17,1659,1430,576,1,,17
460,1215,1,2022-01-19T13:40:42+0100,2023-03-06T17:48:47+0100,2022-01-19,2023-09-08,2,2,SE21121597-Formation statistique,0.0,1.0,0.0,1.0,14 rue Pierre et Marie Curie,94701,Maisons Alfort,France,,"info utiles pratiques : 
- démarrage des formations à 10H pour le premier jour de la session
- pas d'accès internet sur le poste du formateur (pour son PC perso), il y a un poste formateur dans la salle avec des accés.
- salle informatique de 10 pc
- déjeuner: prévoir un chèque impératif pour paiement (reçu pour note de frais), salle copernic cafetaria, vers 13h ou 12h pour éviter le rush de 12h30
- café déjà prévu pour la session",53574.58999993526,50302.529365062655,1537.3348778734094,64,1597,1528,740,1,,64
461,1214,1,2022-01-18T14:08:24+0100,2023-06-20T16:58:22+0200,2022-01-03,2023-12-31,13,2,SE22011655 - TMA Tannerie 4.0,0.0,1.0,0.0,1.0,3 Avenue Hoche,75008,PARIS,France,,,59175.0,45300.469414247054,326.50091571936713,17,1655,1223,186,1,,17
462,1213,1,2022-01-17T23:19:58+0100,2023-06-23T08:14:18+0200,2022-01-17,2023-12-31,1,1,SE22011643-Assistance technique data intelligence,0.0,1.0,0.0,1.0,3 Avenue Hoche,75008,PARIS,France,,,250400.0,248875.0,16319.672131147541,17,1643,1223,186,1,,17
463,1212,1,2022-01-17T14:31:57+0100,2022-01-17T14:34:14+0100,2022-01-01,2022-03-31,9,2,SE22011649-Catalogue formation stat 2022,0.0,1.0,0.0,1.0,8 RUE DE LA BOURSE,69002,LYON,France,,,0.0,-1686.7381252302,-100.0,48,1649,1069,554,1,,48
464,1211,1,2022-01-17T11:18:09+0100,2023-09-18T08:59:35+0200,2022-01-17,2023-12-31,2,2,SE21111567-Accompagnement BusinessObjects 2021-2022,0.0,1.0,0.0,1.0,"Comptabilité Fournisseurs, 43 Avenue Hoche",75008,Paris 08,France,,,36000.0,32718.676,997.1181145171888,17,1567,920,389,1,,17
465,1210,1,2022-01-13T14:07:21+0100,2023-02-08T10:02:24+0100,2022-01-03,2022-12-31,1,1,SE22011647-Projet Investissement 2022,0.0,1.0,0.0,1.0,111 rue Elisee Reclus CS 20617,69153,DECINES,France,,,192535.95000006174,135094.9557200502,235.18909693918872,17,1647,1430,576,1,,17
466,1209,0,2022-01-11T09:23:43+0100,2023-06-15T17:10:59+0200,2022-01-03,2022-12-31,2,2,SE22011645 - INNOCUITE 2022,0.0,1.0,0.0,1.0,3 Avenue Hoche,75008,PARIS,France,,,62100.0,54624.7973856295,730.7467128799632,17,1645,296,186,1,,17
467,1208,1,2022-01-10T11:00:29+0100,2022-07-25T09:28:50+0200,2022-01-10,2022-09-30,2,2,SE21121598PC02-Formation et Reporting - portage Keyrus,0.0,1.0,0.0,1.0,,,,France,,"Volet KEYRUS :
TOTAL HT 38 844,00 €
TOTAL TTC 46 612,80 €

Volet SEENOVATE (markup de portage 6%) :
TOTAL HT 2 589,60 €
TOTAL TTC 3 107,52 €",41433.6,2589.5999999999985,6.6666666666666625,64,1644,1529,741,1,,64
