id_bondecommande;bdc_date;bdc_refclient;bdc_ref;bdc_accordclient;bdc_turnoverinvoicedexcludtax;bdc_turnoverorderedexcludtax;bdc_deltainvoicedexcludtax;bdc_etat;id_respuser;id_projet;bdc_typreglement;bdc_condreglement;bdc_typepayment
1958;2021-05-25;601819;BM1000000001958;1;2375.0;2375.0;0.0;0;60;428;schedule;1;0
1947;2021-05-21;PO-EMI-Q121;BM1000000001947;1;16000.0;16000.0;0.0;0;17;1028;schedule;1;0
1946;2021-05-21;COL21-29831;BM1000000001946;1;8900.0;8900.0;0.0;0;60;680;schedule;52;0
1945;2021-05-21;SE20111219PC04 - aide au choix;BM1000000001945;1;4462.5;4462.5;0.0;1;12;859;monthly;1;0
1943;2021-05-21;AT 76349 - 3;BM1000000001943;1;6075.0;6075.0;0.0;0;12;385;monthly;91;0
1942;2021-05-21;SE20020927 FO02;BM1000000001942;1;2300.0;2300.0;0.0;0;12;653;monthly;52;0
1941;2021-05-20;SE20020911 MA02;BM1000000001941;1;1299.0;1299.0;0.0;0;60;871;schedule;1;0
1940;2021-05-17;2021001539 ch Boulogne;BM1000000001940;1;1500.0;1500.0;0.0;0;71;496;monthly;91;0
1939;2021-05-17;CDE-2021-004150;BM1000000001939;1;9063.6;9063.6;0.0;1;71;1026;schedule;1;0
1937;2021-05-16;21-002956;BM1000000001937;1;7200.0;7200.0;0.0;0;17;662;monthly;52;0
1936;2021-05-16;B012021CF03645;BM1000000001936;1;6800.0;7200.0;-400.0;0;12;993;monthly;3;0
1935;2021-05-16;B012021CF03645;BM1000000001935;1;9540.0;9540.0;0.0;0;12;30;monthly;3;0
1934;2021-05-16;SE20060994 MA02;BM1000000001934;1;12818.0;12818.0;0.0;0;52;700;schedule;1;0
1972;2021-05-12;1405432572;BM1000000001972;1;45865.8;45865.8;0.0;0;17;1041;schedule;91;0
1944;2021-05-11;22003425;BM1000000001944;1;58913.4;58913.4;0.0;0;71;1027;schedule;91;0
1933;2021-05-11;4508217233 POSTE 50;BM1000000001933;1;173393.47;145302.11;28091.36000000001;0;17;656;monthly;1;0
1932;2021-05-10;1405431039;BM1000000001932;1;72832.5;72832.5;0.0;0;17;1025;schedule;91;0
1931;2021-05-07;SE21051395;BM1000000001931;1;850.0;850.0;0.0;0;88;1024;monthly;1;0
1930;2021-05-06;RM-CRN-2022;BM1000000001930;1;715.0;715.0;0.0;0;88;687;schedule;1;0
1929;2021-05-05;SE19010651 MA02;BM1000000001929;1;3739.45;3739.45;0.0;0;60;519;schedule;1;0
1928;2021-05-05;SE20020938 MA02;BM1000000001928;1;3960.0;3960.0;0.0;0;60;650;schedule;41;0
1927;2021-05-05;SE18110568;BM1000000001927;1;24762.0;24762.0;0.0;0;60;341;schedule;1;0
1926;2021-05-05;SE17070329 MA05;BM1000000001926;1;9780.1;9780.1;0.0;0;60;192;schedule;1;0
1925;2021-05-05;2021000212;BM1000000001925;1;10944.0;10944.0;0.0;0;17;1023;monthly;1;0
1924;2021-05-04;SE20061033 FE03 - M2019-002-320;BM1000000001924;1;30318.0;30318.0;0.0;0;17;724;monthly;1;0
1923;2021-05-04;M2019_002_310 FE06 2T2021;BM1000000001923;1;26220.0;28520.0;-2300.0;0;17;483;monthly;1;0
1922;2021-05-04;Contrat d'application n° 3;BM1000000001922;1;17532.0;19480.0;-1948.0;0;71;845;monthly;52;0
1918;2021-05-01;2021001247 CH Morlaix;BM1000000001918;1;1500.0;1500.0;0.0;0;71;496;monthly;91;0
1921;2021-04-30;PO-L378;BM1000000001921;1;33060.0;33060.0;0.0;0;88;1020;schedule;41;0
1920;2021-04-30;5971OP;BM1000000001920;1;15000.0;15000.0;0.0;0;88;590;monthly;61;0
1919;2021-04-30;5972OP;BM1000000001919;1;14730.0;13800.0;930.0;0;88;945;monthly;61;0
1917;2021-04-30;E2021000962;BM1000000001917;1;41045.16;41045.16;0.0;0;17;1018;schedule;1;0
1916;2021-04-29;1405409030;BM1000000001916;1;16489.28;16489.28;0.0;0;17;1017;schedule;3;0
1915;2021-04-28;4506633075;BM1000000001915;1;2800.0;2800.0;0.0;0;88;1016;schedule;61;0
1914;2021-04-27;PO-21-002115;BM1000000001914;1;836.0;836.0;0.0;0;88;717;schedule;1;0
1912;2021-04-27;SE20091111 MA01;BM1000000001912;1;7700.0;7700.0;0.0;0;60;1015;schedule;1;0
1911;2021-04-27;2021-023516-0000 (E2717021);BM1000000001911;1;9360.0;9360.0;0.0;0;88;670;schedule;1;0
1910;2021-04-27;1405409025;BM1000000001910;1;25005.83;25005.83;0.0;0;17;1014;schedule;3;0
1909;2021-04-27;1405411520;BM1000000001909;1;4531.8;4531.8;0.0;0;17;1013;schedule;91;0
1908;2021-04-27;PO-L365;BM1000000001908;1;24320.0;24320.0;0.0;0;88;1012;schedule;41;0
1905;2021-04-26;Convention SE21041371 FO02;BM1000000001905;1;2400.0;2400.0;0.0;0;71;1006;schedule;1;0
1904;2021-04-26;Convention SE21041371 - FO01;BM1000000001904;1;2400.0;2400.0;0.0;0;71;1006;schedule;1;0
1907;2021-04-22;102200564;BM1000000001907;1;26142.0;26142.0;0.0;0;17;251;schedule;3;0
1901;2021-04-22;4508365015;BM1000000001901;1;9325.0;30000.0;-20675.0;0;17;1010;schedule;2;0
1900;2021-04-22;4508365015 Equipe Gab;BM1000000001900;1;21750.01;21750.0;0.0099999999983992;0;17;1009;monthly;2;0
1899;2021-04-22;GDT_2021_02;BM1000000001899;1;153424.99;153425.0;-0.0100000000093132;0;88;959;schedule;1;0
1906;2021-04-20;B012021CF03026;BM1000000001906;1;11130.0;11130.0;0.0;0;12;30;monthly;3;0
1898;2021-04-20;SE20020937 MA02;BM1000000001898;1;1480.0;1480.0;0.0;0;60;873;schedule;1;0
1897;2021-04-20;1405394929;BM1000000001897;1;40506.86;40506.86;0.0;1;17;1008;schedule;91;0
1872;2021-04-20;B012021CF03026;BM1000000001872;1;8200.0;8400.0;-200.0;0;12;993;monthly;3;0
1896;2021-04-19;R21DEMAI50;BM1000000001896;1;100000.0;100000.0;0.0;0;17;791;schedule;1;0
1895;2021-04-19;SE21031353PC01 v1.3;BM1000000001895;1;3080.0;3080.0;0.0;0;17;142;schedule;1;0
1894;2021-04-19;SE21031353PC01 v1.3;BM1000000001894;1;14070.0;14070.0;0.0;1;17;1007;schedule;1;0
1893;2021-04-16;WHPO-FR03HQ-21040077;BM1000000001893;1;0.0;2400.0;-2400.0;0;17;1005;monthly;1;0
1892;2021-04-16;WHPO-FR03HQ-21040077;BM1000000001892;1;1760.0;1760.0;0.0;0;17;1004;schedule;1;0
1891;2021-04-16;WHPO-FR03HQ-21040077;BM1000000001891;1;9300.0;9300.0;0.0;0;17;1003;schedule;1;0
1903;2021-04-15;4501588255;BM1000000001903;1;33615.0;33615.0;0.0;0;17;953;schedule;91;0
1902;2021-04-15;GAP - 0 / CP 2021 - 150196;BM1000000001902;1;3600.0;3600.0;0.0;0;60;1011;monthly;1;0
1785;2021-04-15;H101ITINO-A2;BM1000000001785;1;139800.0;139800.0;0.0;0;17;860;monthly;2;0
1890;2021-04-14;SE21011275;BM1000000001890;1;2380.0;3570.0;-1190.0;0;88;916;monthly;1;0
1889;2021-04-12;SE21031361;BM1000000001889;1;1500.0;1500.0;0.0;0;71;1000;monthly;1;0
1886;2021-04-12;1405403948;BM1000000001886;1;8416.2;8416.2;0.0;0;17;1001;schedule;1;0
1885;2021-04-08;SE18110612 MA03;BM1000000001885;1;15120.47;15120.47;0.0;0;52;388;schedule;61;0
1913;2021-04-06;CA205A2104-00083;BM1000000001913;1;24030.0;27590.0;-3560.0;0;12;659;monthly;2;0
1887;2021-04-02;2021000126;BM1000000001887;1;35607.0;35607.0;0.0;0;17;998;schedule;1;0
1882;2021-04-02;810014245;BM1000000001882;1;3400.0;4000.0;-600.0;0;17;996;monthly;1;0
1888;2021-04-01;CBDC 0009626 1;BM1000000001888;1;18645.12;18645.12;0.0;0;71;994;schedule;1;0
1881;2021-04-01;20007817800015;BM1000000001881;1;1980.0;1980.0;0.0;0;71;981;schedule;1;0
1880;2021-04-01;20007817800015;BM1000000001880;1;17850.0;17850.0;0.0;0;71;995;monthly;1;0
1879;2021-04-01;4508344001 jul;BM1000000001879;1;64000.0;64000.0;0.0;0;17;989;monthly;2;0
1878;2021-04-01;120210914;BM1000000001878;1;34160.0;33600.0;560.0;0;88;580;monthly;1;0
1877;2021-04-01;120210913 NT;BM1000000001877;1;27195.0;30525.0;-3330.0;0;88;580;monthly;1;0
1875;2021-03-31;DAED G20210329018;BM1000000001875;1;11104.0;11104.0;0.0;0;12;54;schedule;1;0
1873;2021-03-31;11122;BM1000000001873;1;19134.5;21560.0;-2425.5;0;12;34;monthly;1;0
1859;2021-03-29;SG/2021/0001535 maintenance SAP 2021;BM1000000001859;1;13420.0;13420.0;0.0;0;60;112;schedule;1;0
1876;2021-03-26;1405377155;BM1000000001876;1;8286.72;8286.72;0.0;0;17;968;schedule;91;0
1867;2021-03-25;066-40464 / 0;BM1000000001867;1;37372.5;41580.0;-4207.5;0;60;944;monthly;61;0
1866;2021-03-25;DAD-ITD-20-0103;BM1000000001866;1;6660.0;6660.0;0.0;0;60;344;schedule;61;0
1865;2021-03-25;2021000664 ch alencon;BM1000000001865;1;1500.0;1500.0;0.0;0;71;496;monthly;91;0
1864;2021-03-25;PPM00006L1CHOUHIC202106;BM1000000001864;1;35670.0;35670.0;0.0;1;12;992;monthly;52;0
1869;2021-03-24;5925OP;BM1000000001869;1;11250.0;11250.0;0.0;0;88;590;monthly;61;0
1868;2021-03-24;5924OP;BM1000000001868;1;24900.0;24900.0;0.0;0;88;945;monthly;61;0
1871;2021-03-23;1405371123;BM1000000001871;1;2589.6;2589.6;0.0;0;17;987;schedule;91;0
1870;2021-03-22;CF-DOP3-2103-010;BM1000000001870;1;16600.0;16660.0;-60.0;0;88;991;schedule;1;0
1863;2021-03-22;N° 2000227035-B21;BM1000000001863;1;4750.0;4750.0;0.0;0;17;990;monthly;1;0
1862;2021-03-22;4501588716;BM1000000001862;1;12948.0;12948.0;0.0;0;17;952;schedule;1;0
1861;2021-03-22;4501588256;BM1000000001861;1;12430.08;12430.08;0.0;0;17;952;schedule;1;0
1652;2021-03-22;3002495 TPENE;BM1000000001652;1;0.0;0.0;0.0;0;17;883;schedule;3;0
1874;2021-03-19;C20214229;BM1000000001874;1;13900.92;13900.92;0.0;0;12;205;schedule;1;0
1860;2021-03-19;SE20020908 FO04;BM1000000001860;1;2100.0;2100.0;0.0;0;17;942;monthly;61;0
1858;2021-03-18;21 SG 0007630;BM1000000001858;1;12948.0;12948.0;0.0;0;71;988;schedule;1;0
1884;2021-03-17;48269680;BM1000000001884;1;328.0;328.0;0.0;0;17;372;monthly;61;0
1883;2021-03-17;4500316321;BM1000000001883;1;9336.69;9336.69;0.0;0;17;997;schedule;52;0
1857;2021-03-17;4500003007;BM1000000001857;1;39996.5;40070.0;-73.5;0;17;830;monthly;52;0
1856;2021-03-16;21016936-1;BM1000000001856;1;30100.0;30100.0;0.0;1;60;254;schedule;1;0
1855;2021-03-16;SE18110595 MA03;BM1000000001855;1;8925.0;8925.0;0.0;0;60;366;schedule;1;0
1854;2021-03-16;SE20020922 MA02;BM1000000001854;1;8690.0;8690.0;0.0;0;52;644;schedule;1;0
1853;2021-03-15;SE21031350 PC01;BM1000000001853;1;9000.0;9000.0;0.0;0;17;986;monthly;1;0
1851;2021-03-15;B012021CF02169;BM1000000001851;1;12190.0;11660.0;530.0;0;12;30;monthly;3;0
1850;2021-03-15;2021000525 CH Chateaubriant;BM1000000001850;1;1500.0;1500.0;0.0;0;71;496;monthly;91;0
1849;2021-03-12;SE21031348PC01;BM1000000001849;1;2400.0;2400.0;0.0;1;12;985;schedule;1;0
1848;2021-03-11;C01446;BM1000000001848;1;3755.0;3755.0;0.0;0;60;367;schedule;1;0
1847;2021-03-10;ICAS_1571 DSI-FY2021-221100_BO;BM1000000001847;1;62500.0;62500.0;0.0;0;17;984;schedule;1;0
1846;2021-03-10;LFS20210309;BM1000000001846;1;4340.0;4340.0;0.0;1;12;983;monthly;1;0
1831;2021-03-10;1510560147;BM1000000001831;1;3000.0;3000.0;0.0;0;88;974;schedule;1;0
1845;2021-03-09;20007817800015;BM1000000001845;1;9000.0;9000.0;0.0;0;71;982;schedule;1;0
1844;2021-03-08;21000334;BM1000000001844;1;5250.0;5250.0;0.0;0;60;632;schedule;91;0
1843;2021-03-08;SE15010003;BM1000000001843;1;8580.0;8580.0;0.0;0;12;31;schedule;1;0
1842;2021-03-05;114493;BM1000000001842;1;850.0;850.0;0.0;1;71;978;schedule;91;0
1841;2021-03-04;SE16090194 MA05;BM1000000001841;1;3404.34;3404.34;0.0;0;52;127;schedule;2;0
1840;2021-03-04;SE21031341;BM1000000001840;1;1950.0;1950.0;0.0;0;12;979;schedule;1;0
1839;2021-03-03;SE20101187 PC02;BM1000000001839;1;15900.0;15900.0;0.0;1;12;818;schedule;1;0
1838;2021-03-03;SE20101178;BM1000000001838;1;4400.0;4400.0;0.0;0;17;969;monthly;2;0
1836;2021-03-03;4508321596;BM1000000001836;1;55800.0;55800.0;0.0;0;17;684;schedule;2;0
1835;2021-03-03;1408CAAG2220;BM1000000001835;1;11925.0;11925.0;0.0;0;71;752;monthly;82;0
1833;2021-03-02;2021/21005595;BM1000000001833;1;6600.0;6600.0;0.0;0;71;378;schedule;1;0
1834;2021-03-01;38-1300033;BM1000000001834;1;400.0;4800.0;-4400.0;0;60;973;monthly;1;0
1832;2021-03-01;SE20020907 -A01-001;BM1000000001832;1;750.0;750.0;0.0;0;71;630;monthly;1;0
1830;2021-02-25;SE21021333 - 001;BM1000000001830;1;1700.0;1700.0;0.0;1;71;971;monthly;1;0
1829;2021-02-25;SE21021334;BM1000000001829;1;11050.0;11050.0;0.0;0;17;972;monthly;1;0
1828;2021-02-24;Convention SE21021325 FO01;BM1000000001828;1;5000.0;5000.0;0.0;0;17;970;monthly;1;0
1827;2021-02-23;BR17050294FE03;BM1000000001827;1;450.0;450.0;0.0;1;12;185;monthly;1;0
1826;2021-02-22;1405341245;BM1000000001826;1;38241.18;38241.18;0.0;0;17;968;schedule;91;0
1825;2021-02-19;4747;BM1000000001825;1;3447.0;3447.0;0.0;0;60;81;schedule;1;0
1824;2021-02-19;2021000251 CH Redon;BM1000000001824;1;750.0;750.0;0.0;0;71;496;monthly;91;0
1823;2021-02-19;MAI 76348-2;BM1000000001823;1;40795.8;48954.96;-8159.159999999996;0;17;214;schedule;91;0
1822;2021-02-19;1405359707 DGEFP;BM1000000001822;1;11041.41;11041.41;0.0;0;17;967;schedule;91;0
1821;2021-02-18;AT 76349-2;BM1000000001821;1;13000.0;13000.0;0.0;0;12;385;monthly;91;0
1818;2021-02-16;2021000141 Caen;BM1000000001818;1;1500.0;1500.0;0.0;0;71;496;monthly;91;0
1816;2021-02-16;B012021CF01320;BM1000000001816;1;10600.0;10600.0;0.0;0;12;30;monthly;3;0
1815;2021-02-15;SE20101184PC02;BM1000000001815;1;7637.5;7150.0;487.5;0;17;964;monthly;1;0
1814;2021-02-15;SE20101184PC01;BM1000000001814;1;18000.0;18000.0;0.0;0;17;963;schedule;1;0
1813;2021-02-15;SE20101185PC01;BM1000000001813;1;4500.0;4500.0;0.0;0;17;962;schedule;1;0
1812;2021-02-12;2021000096;BM1000000001812;1;3456.0;3456.0;0.0;0;17;423;monthly;1;0
1811;2021-02-12;I1-1156059;BM1000000001811;1;11393.3;11393.3;0.0;0;60;296;schedule;41;0
1809;2021-02-12;2021-00000977 / Engagement C2021967;BM1000000001809;1;36592.5;36592.5;0.0;0;12;946;schedule;91;0
1794;2021-02-12;1000023170;BM1000000001794;1;17360.0;17360.0;0.0;0;71;349;schedule;2;0
1780;2021-02-12;4501576388;BM1000000001780;1;16443.96;16443.96;0.0;0;17;952;schedule;1;0
1807;2021-02-10;BR19030680 PC02 TMA;BM1000000001807;1;562.0;6744.0;-6182.0;0;17;442;monthly;1;0
1806;2021-02-10;BR19030680 PC03 Veille;BM1000000001806;1;0.0;1124.0;-1124.0;0;17;442;monthly;1;0
1805;2021-02-10;SE18110570 MA04;BM1000000001805;1;30902.0;30902.0;0.0;0;17;343;schedule;1;0
1804;2021-02-10;AV3_CSN_CONTRAT TMA_SEENOVATE-2021;BM1000000001804;1;45000.0;45000.0;0.0;0;12;455;schedule;52;0
1808;2021-02-09;8300001345;BM1000000001808;1;7210.0;7210.0;0.0;0;60;394;schedule;52;0
1803;2021-02-09;4506509037;BM1000000001803;1;5400.0;5400.0;0.0;0;88;956;schedule;61;0
1802;2021-02-09;GDT_2021_01;BM1000000001802;1;15600.0;15600.0;0.0;0;88;959;schedule;1;0
1801;2021-02-09;PO-GDT-2021 PROD;BM1000000001801;1;67221.0;67221.0;0.0;0;88;958;schedule;1;0
1800;2021-02-09;PO-GDT-2021TEST;BM1000000001800;1;7392.0;7392.0;0.0;0;88;957;schedule;1;0
1799;2021-02-09;PO-RM-DEL2021;BM1000000001799;1;9432.0;9432.0;0.0;0;88;536;schedule;61;0
1797;2021-02-08;SE16120234 MA;BM1000000001797;1;5162.57;5162.57;0.0;0;52;150;schedule;61;0
1796;2021-02-08;SE18110605 MA03;BM1000000001796;1;11220.0;11220.0;0.0;0;88;379;schedule;1;0
1795;2021-02-05;contrat d'application n° 2;BM1000000001795;1;11688.0;11688.0;0.0;0;71;845;monthly;52;0
1793;2021-02-05;ORAPI_01 Contrat d'application 2019_12;BM1000000001793;1;5103.13;5103.13;0.0;0;17;674;monthly;1;0
1792;2021-02-04;SE13060003;BM1000000001792;1;31203.34;33120.0;-1916.66;0;17;33;monthly;1;0
1791;2021-02-04;DTNI2021-00074;BM1000000001791;1;23411.37;23411.37;0.0;0;52;576;schedule;1;0
1790;2021-02-04;032110056;BM1000000001790;1;3073.65;3073.65;0.0;0;60;368;schedule;91;0
1789;2021-02-04;SE21011287 - 001;BM1000000001789;1;850.0;850.0;0.0;0;71;949;monthly;61;0
1788;2021-02-04;SE18110615 MA03;BM1000000001788;1;11840.0;11840.0;0.0;0;60;391;schedule;1;0
1820;2021-02-03;4501574303;BM1000000001820;1;33615.0;33615.0;0.0;0;17;953;schedule;91;0
1819;2021-02-03;4501574304;BM1000000001819;1;6374.4;6374.4;0.0;0;17;966;schedule;91;0
1786;2021-02-03;2020-14684;BM1000000001786;1;2400.0;2400.0;0.0;0;17;954;monthly;1;0
1784;2021-02-03;SE21011293;BM1000000001784;1;45900.0;43400.0;2500.0;0;17;934;monthly;2;0
1783;2021-02-03;3317655;BM1000000001783;1;16690.0;19200.0;-2510.0;0;17;898;monthly;61;0
1782;2021-02-03;PO-L38;BM1000000001782;1;36500.0;36500.0;0.0;0;88;592;schedule;41;0
1781;2021-02-03;P-L37;BM1000000001781;1;35910.0;35910.0;0.0;0;88;591;schedule;52;0
1779;2021-02-02;C20214541;BM1000000001779;1;6150.0;6150.0;0.0;0;12;951;schedule;91;0
1778;2021-02-02;120203020;BM1000000001778;1;35000.0;35280.0;-280.0;0;88;580;monthly;1;0
1777;2021-02-02;120203018 YV;BM1000000001777;1;15260.0;16350.0;-1090.0;0;88;580;monthly;1;0
1776;2021-02-02;120203016 NT;BM1000000001776;1;30525.0;34965.0;-4440.0;0;88;580;monthly;1;0
1775;2021-01-29;SE19020669 MA03;BM1000000001775;1;5778.0;5778.0;0.0;0;60;438;schedule;1;0
1770;2021-01-29;5718OP;BM1000000001770;1;17070.0;17070.0;0.0;0;88;945;monthly;61;0
1773;2021-01-28;CF-DOP3-2101-013;BM1000000001773;1;16955.0;16955.0;0.0;0;88;577;schedule;1;0
1772;2021-01-27;COM2100240 / 2001372 M;BM1000000001772;1;7200.0;7200.0;0.0;0;12;634;schedule;1;0
1771;2021-01-27;066-39763 / 0;BM1000000001771;1;21285.0;21285.0;0.0;0;60;944;monthly;61;0
1769;2021-01-27;CA019A2012-00709;BM1000000001769;1;24697.5;27590.0;-2892.5;0;12;659;monthly;2;0
1768;2021-01-26;SE20020908 FO03;BM1000000001768;1;3150.0;3150.0;0.0;0;17;942;monthly;61;0
1766;2021-01-25;CD2101040;BM1000000001766;1;3155.37;3155.37;0.0;0;71;431;schedule;2;0
1764;2021-01-22;SE20111219PC02 Architecture;BM1000000001764;1;3346.88;3825.0;-478.1199999999999;0;12;859;monthly;1;0
1763;2021-01-21;4506475262;BM1000000001763;1;5400.0;5400.0;0.0;0;88;935;schedule;61;0
1762;2021-01-21;SE18120623;BM1000000001762;1;3970.0;3970.0;0.0;1;60;399;schedule;1;0
1761;2021-01-21;SE16120232 MA;BM1000000001761;1;7392.0;7392.0;0.0;0;60;142;schedule;1;0
1760;2021-01-20;PO-L13;BM1000000001760;1;2090.0;2090.0;0.0;0;88;933;schedule;41;0
1759;2021-01-20;48269377 : 19.01.2021;BM1000000001759;1;2750.0;2750.0;0.0;0;17;372;monthly;61;0
1758;2021-01-20;E2698971;BM1000000001758;1;5950.0;5950.0;0.0;0;88;900;schedule;1;0
1757;2021-01-19;2020-14684;BM1000000001757;1;1750.0;1750.0;0.0;0;17;638;monthly;1;0
1756;2021-01-19;SE20111198;BM1000000001756;1;28000.0;28000.0;0.0;0;17;932;monthly;2;0
1755;2021-01-19;SE16040139 MA03;BM1000000001755;1;4832.52;4027.1;805.4200000000005;0;60;241;schedule;1;0
1754;2021-01-18;SE19060504 MA03;BM1000000001754;1;836.0;836.0;0.0;0;60;293;schedule;1;0
1753;2021-01-18;Marché 2019 182;BM1000000001753;1;3000.0;3000.0;0.0;0;60;495;schedule;1;0
1752;2021-01-18;SE18120621 MA03;BM1000000001752;1;3825.0;3825.0;0.0;1;71;397;schedule;1;0
1751;2021-01-18;2021-DIRO-0002;BM1000000001751;1;2984.52;2984.52;0.0;0;88;565;schedule;1;0
1750;2021-01-17;SE18110583 MA 03;BM1000000001750;1;5540.0;5540.0;0.0;0;71;356;schedule;1;0
1787;2021-01-14;2020-15265;BM1000000001787;1;2200.0;2200.0;0.0;0;17;954;monthly;1;0
1749;2021-01-14;3P00511;BM1000000001749;1;4620.0;4620.0;0.0;0;60;931;schedule;3;0
1748;2021-01-14;SE16030091 MA03;BM1000000001748;1;8900.0;8900.0;0.0;0;60;79;schedule;1;0
1747;2021-01-14;2342100495;BM1000000001747;1;3520.0;3520.0;0.0;0;88;575;schedule;1;0
1665;2021-01-14;B012021CF00373;BM1000000001665;1;9805.0;10600.0;-795.0;0;12;30;monthly;3;0
1746;2021-01-13;810013907;BM1000000001746;1;18700.0;18700.0;0.0;0;60;100;schedule;1;0
1745;2021-01-13;E11 77673;BM1000000001745;1;5753.0;5753.0;0.0;0;60;304;schedule;91;0
1744;2021-01-13;4500033779;BM1000000001744;1;39914.0;39914.0;0.0;1;88;539;schedule;1;0
1743;2021-01-13;CF SER000600;BM1000000001743;1;24062.78;24062.78;0.0;0;88;569;schedule;1;0
1742;2021-01-13;RM-MUTINT-2021;BM1000000001742;1;9418.0;9418.0;0.0;0;88;538;schedule;1;0
1741;2021-01-13;SE20091087 MA01;BM1000000001741;1;4400.0;4400.0;0.0;0;60;930;schedule;1;0
1740;2021-01-13;BCTZN4498;BM1000000001740;1;743.75;4250.0;-3506.25;0;71;915;monthly;3;0
1739;2021-01-13;NE-20210022;BM1000000001739;1;113990.0;113990.0;0.0;0;17;908;schedule;1;0
1738;2021-01-13;SE20121237;BM1000000001738;1;1700.0;1700.0;0.0;0;71;928;monthly;1;0
1737;2021-01-13;EP6602;BM1000000001737;1;38919.0;38919.0;0.0;0;88;552;schedule;1;0
1736;2021-01-12;SE18120631 MA03;BM1000000001736;1;3738.0;3738.0;0.0;0;60;408;schedule;1;0
1735;2021-01-12;SE20091097 MA01;BM1000000001735;1;1584.0;1584.0;0.0;0;60;929;schedule;1;0
1734;2021-01-12;CF 10867;BM1000000001734;1;11594.0;11594.0;0.0;0;12;147;schedule;1;0
1733;2021-01-12;1300001;BM1000000001733;1;27813.0;27813.0;0.0;0;60;383;schedule;1;0
1732;2021-01-12;SE18110586 MA02;BM1000000001732;1;3680.0;3680.0;0.0;0;60;359;schedule;1;0
1731;2021-01-12;BCTZN4493 SIHA;BM1000000001731;1;11170.0;11170.0;0.0;0;71;396;schedule;3;0
1729;2021-01-12;BCTZN4493 SIHA;BM1000000001729;1;150000.0;150000.0;0.0;0;71;395;schedule;3;0
1728;2021-01-12;BCTZN4492;BM1000000001728;1;13544.0;13544.0;0.0;0;71;348;schedule;3;0
1727;2021-01-12;Convention SE21011283 FO01;BM1000000001727;1;875.0;875.0;0.0;0;12;925;monthly;1;0
1122;2021-01-12;45093350;BM1000000001122;1;50000.0;50000.0;0.0;0;17;435;schedule;52;0
1726;2021-01-11;SE21011282 FO03;BM1000000001726;1;364.29;364.29;0.0;0;17;923;monthly;61;0
1725;2021-01-11;585967/19.01.2021;BM1000000001725;1;607.15;607.15;0.0;0;17;923;monthly;61;0
1724;2021-01-11;SE20111195MA01;BM1000000001724;1;1951.0;1951.0;0.0;0;71;924;schedule;1;0
1723;2021-01-11;3263912;BM1000000001723;1;89000.0;89000.0;0.0;0;17;588;schedule;1;0
1722;2021-01-11;3263913;BM1000000001722;1;20834.0;20834.0;0.0;0;17;587;schedule;1;0
1721;2021-01-11;PO-PANAGET2021;BM1000000001721;1;1760.0;1760.0;0.0;0;88;570;schedule;1;0
1720;2021-01-11;45092747;BM1000000001720;1;12300.0;12300.0;0.0;0;60;521;schedule;52;0
1719;2021-01-11;258856;BM1000000001719;1;3080.0;3080.0;0.0;0;71;306;schedule;1;0
1718;2021-01-11;SE18120639 MA03;BM1000000001718;1;29073.0;29073.0;0.0;0;71;430;schedule;1;0
1717;2021-01-11;SE20091128 MA01;BM1000000001717;1;42000.0;42000.0;0.0;0;60;912;schedule;1;0
1715;2021-01-11;4500004508;BM1000000001715;1;10870.0;10870.0;0.0;0;71;351;schedule;1;0
1714;2021-01-09;4508293601;BM1000000001714;1;68200.0;68200.0;0.0;0;17;684;monthly;2;0
1713;2021-01-09;4508293587 sri;BM1000000001713;1;74400.0;89280.0;-14880.0;0;17;684;monthly;2;0
1712;2021-01-09;586210 - 26.01.2021;BM1000000001712;1;728.6;728.6;0.0;0;17;923;monthly;61;0
1711;2021-01-08;PO 20152-615610;BM1000000001711;1;5723.0;5723.0;0.0;0;60;842;schedule;1;0
1710;2021-01-08;SE20091137 MA01;BM1000000001710;1;7700.0;7700.0;0.0;0;60;787;schedule;1;0
1709;2021-01-08;SE21011279PC01;BM1000000001709;1;0.0;19950.0;-19950.0;0;12;920;monthly;1;0
1696;2021-01-08;10896;BM1000000001696;1;10510.5;16170.0;-5659.5;0;12;34;monthly;1;0
1708;2021-01-07;Gestion des Dossiers CEE Complet sur O2 (CLMB);BM1000000001708;1;1134318.27;1134318.27;0.0;0;72;656;monthly;1;0
1661;2021-01-06;BDC 910013279;BM1000000001661;1;4050.0;4050.0;0.0;1;12;890;schedule;2;0
1707;2021-01-05;en att cde Maint correct. TMF;BM1000000001707;0;0.0;12000.0;-12000.0;1;17;883;monthly;1;0
1706;2021-01-05;en att Souscrip. Cloud platform TMF;BM1000000001706;0;0.0;5400.0;-5400.0;1;52;883;monthly;1;0
1705;2021-01-05;SE20081062MA01;BM1000000001705;1;6929.12;6929.12;0.0;0;60;914;schedule;1;0
1704;2021-01-05;PA-181220-01;BM1000000001704;1;990.0;990.0;0.0;0;17;913;schedule;1;0
1703;2021-01-05;SE20020927 FO01;BM1000000001703;1;2000.0;2000.0;0.0;0;12;653;monthly;52;0
1702;2021-01-05;BR18040474 CO04;BM1000000001702;1;81949.92;85000.0;-3050.0800000000017;0;12;270;monthly;52;0
1716;2021-01-04;38-1281796;BM1000000001716;1;990.0;990.0;0.0;0;60;515;schedule;91;0
